id,postal_code,region,province,province_code,city_type,latitude,longitude,country,admin_name2,admin_code2,admin_name3,admin_code3,accuracy
5649,80439,Evergreen,Colorado,CO,D,39.6374,-105.3402,US,Jefferson,059,,,
5650,80441,Foxton,Colorado,CO,D,39.4713,-105.2517,US,'Jefferson County',059,,,
5651,80453,Idledale,Colorado,CO,D,39.6684,-105.2442,US,Jefferson,059,,,
5652,80454,'Indian Hills',Colorado,CO,D,39.6296,-105.2514,US,Jefferson,059,,,
5653,80457,Kittredge,Colorado,CO,D,39.6481,-105.2782,US,Jefferson,059,,,
5654,80465,Morrison,Colorado,CO,D,39.6125,-105.1746,US,Jefferson,059,,,
5655,80470,Pine,Colorado,CO,D,39.4667,-105.3741,US,Jefferson,059,,,
5656,81021,Arlington,Colorado,CO,D,38.4068,-103.3697,US,Kiowa,061,,,
5657,81036,Eads,Colorado,CO,D,38.4408,-102.5549,US,Kiowa,061,,,
5658,81045,Haswell,Colorado,CO,D,38.4474,-103.1505,US,Kiowa,061,,,
5659,81071,'Sheridan Lake',Colorado,CO,D,38.4484,-102.2664,US,Kiowa,061,,,
5660,80805,Bethune,Colorado,CO,D,39.3448,-102.4281,US,'Kit Carson',063,,,
5661,80807,Burlington,Colorado,CO,D,39.3106,-102.2583,US,'Kit Carson',063,,,
5662,80815,Flagler,Colorado,CO,D,39.3127,-103.0624,US,'Kit Carson',063,,,
5663,80834,Seibert,Colorado,CO,D,39.3183,-102.8822,US,'Kit Carson',063,,,
5664,80836,Stratton,Colorado,CO,D,39.3087,-102.5979,US,'Kit Carson',063,,,
5665,80861,Vona,Colorado,CO,D,39.3236,-102.7393,US,'Kit Carson',063,,,
5666,80429,Climax,Colorado,CO,D,39.2258,-106.3117,US,Lake,065,,,
5667,80461,Leadville,Colorado,CO,D,39.2497,-106.3015,US,Lake,065,,,
5668,81251,'Twin Lakes',Colorado,CO,D,39.1011,-106.4416,US,Lake,065,,,
5669,81122,Bayfield,Colorado,CO,D,37.2603,-107.6137,US,'La Plata',067,,,
5670,81137,Ignacio,Colorado,CO,D,37.1264,-107.6395,US,'La Plata',067,,,
5671,81301,Durango,Colorado,CO,D,37.2874,-107.8617,US,'La Plata',067,,,
5672,81302,Durango,Colorado,CO,D,37.3572,-107.9359,US,'La Plata',067,,,
5673,81303,Durango,Colorado,CO,D,37.1156,-107.8909,US,'La Plata',067,,,
5674,81326,Hesper,Colorado,CO,D,37.1654,-108.1219,US,'La Plata',067,,,
5675,81329,Marvel,Colorado,CO,D,37.0926,-108.1252,US,'La Plata',067,,,
5676,80511,'Estes Park',Colorado,CO,D,40.6281,-105.5692,US,Larimer,069,,,
5677,80512,Bellvue,Colorado,CO,D,40.6265,-105.261,US,Larimer,069,,,
5678,80513,Berthoud,Colorado,CO,D,40.2993,-105.1055,US,Larimer,069,,,
5679,80515,Drake,Colorado,CO,D,40.4275,-105.3831,US,Larimer,069,,,
5680,80517,'Estes Park',Colorado,CO,D,40.3658,-105.5142,US,Larimer,069,,,
5681,80521,'Fort Collins',Colorado,CO,D,40.5813,-105.1039,US,Larimer,069,,,
5682,80522,'Fort Collins',Colorado,CO,D,40.6429,-105.057,US,Larimer,069,,,
5683,80523,'Fort Collins',Colorado,CO,D,40.4555,-105.4648,US,Larimer,069,,,
5684,80524,'Fort Collins',Colorado,CO,D,40.5986,-105.0581,US,Larimer,069,,,
5685,80525,'Fort Collins',Colorado,CO,D,40.5384,-105.0547,US,Larimer,069,,,
5686,80526,'Fort Collins',Colorado,CO,D,40.5473,-105.1076,US,Larimer,069,,,
5687,80527,'Fort Collins',Colorado,CO,D,40.5406,-105.28,US,Larimer,069,,,
5688,80528,'Fort Collins',Colorado,CO,D,40.4961,-105.0002,US,Larimer,069,,,
5689,80532,'Glen Haven',Colorado,CO,D,40.4578,-105.447,US,Larimer,069,,,
5690,80535,Laporte,Colorado,CO,D,40.6347,-105.1488,US,Larimer,069,,,
5691,80536,Livermore,Colorado,CO,D,40.8701,-105.3766,US,Larimer,069,,,
5692,80537,Loveland,Colorado,CO,D,40.3849,-105.0916,US,Larimer,069,,,
5693,80538,Loveland,Colorado,CO,D,40.4262,-105.09,US,Larimer,069,,,
5694,80539,Loveland,Colorado,CO,D,40.3864,-105.1634,US,Larimer,069,,,
5695,80541,Masonville,Colorado,CO,D,40.5293,-105.372,US,Larimer,069,,,
5696,80545,Red Feather Lakes,Colorado,CO,D,40.8659,-105.6893,US,Larimer,069,,,
5697,80547,Timnath,Colorado,CO,D,40.7087,-105.0175,US,Larimer,069,,,
5698,80548,Laporte,Colorado,CO,D,40.6632,-105.1552,US,'Larimer County',069,,,
5699,80549,Wellington,Colorado,CO,D,40.7255,-105.0318,US,Larimer,069,,,
5700,80553,'Fort Collins',Colorado,CO,D,40.6281,-105.5692,US,Larimer,069,,,
5701,81020,Aguilar,Colorado,CO,D,37.3933,-104.6769,US,'Las Animas',071,,,
5702,81024,Boncarbo,Colorado,CO,D,37.2081,-104.7198,US,'Las Animas',071,,,
5703,81027,Branson,Colorado,CO,D,37.0518,-103.8741,US,'Las Animas',071,,,
5704,81028,Bristol,Colorado,CO,D,38.134,-102.3477,US,Las Animas County,071,,,
5705,81032,Cokedale,Colorado,CO,D,37.1451,-104.6205,US,Las Animas County,071,,,
5706,81042,Gulnare,Colorado,CO,D,37.3153,-104.7346,US,'Las Animas',071,,,
5707,81046,Hoehne,Colorado,CO,D,37.2796,-104.3584,US,'Las Animas',071,,,
5708,81049,Kim,Colorado,CO,D,37.3328,-103.3736,US,'Las Animas',071,,,
5709,81059,Model,Colorado,CO,D,37.5192,-104.223,US,'Las Animas',071,,,
5710,81070,Segundo,Colorado,CO,D,37.1253,-104.755,US,Las Animas County,071,,,
5711,81074,Starkville,Colorado,CO,D,37.121,-104.5232,US,'Las Animas',071,,,
5712,81075,Stonington,Colorado,CO,D,37.2936,-102.1869,US,Las Animas County,071,,,
5713,81081,Trinchera,Colorado,CO,D,37.0757,-104.1184,US,'Las Animas',071,,,
5714,81082,Trinidad,Colorado,CO,D,37.2691,-104.5038,US,'Las Animas',071,,,
5715,81091,Weston,Colorado,CO,D,37.1702,-104.8247,US,'Las Animas',071,,,
5716,80804,Arriba,Colorado,CO,D,39.3025,-103.271,US,Lincoln,073,,,
5717,80818,Genoa,Colorado,CO,D,39.3383,-103.4607,US,Lincoln,073,,,
5718,80821,Hugo,Colorado,CO,D,39.0843,-103.499,US,Lincoln,073,,,
5719,80823,Karval,Colorado,CO,D,38.7119,-103.5006,US,Lincoln,073,,,
5720,80826,Limon,Colorado,CO,D,39.0414,-103.6049,US,Lincoln,073,,,
5721,80828,Limon,Colorado,CO,D,39.2713,-103.6856,US,Lincoln,073,,,
5722,80722,Atwood,Colorado,CO,D,40.5082,-103.2749,US,Logan,075,,,
5723,80726,Crook,Colorado,CO,D,40.8747,-102.8472,US,Logan,075,,,
5724,80728,Fleming,Colorado,CO,D,40.637,-102.8688,US,Logan,075,,,
5725,80736,Iliff,Colorado,CO,D,40.7692,-103.0968,US,Logan,075,,,
5726,80741,Merino,Colorado,CO,D,40.5708,-103.4719,US,Logan,075,,,
5727,80745,Padroni,Colorado,CO,D,40.8842,-103.3728,US,Logan,075,,,
5728,80747,Peetz,Colorado,CO,D,40.952,-103.1166,US,Logan,075,,,
5729,80751,Sterling,Colorado,CO,D,40.6306,-103.2212,US,Logan,075,,,
5730,81501,'Grand Junction',Colorado,CO,D,39.0783,-108.5457,US,Mesa,077,,,
5731,81502,'Grand Junction',Colorado,CO,D,39.0179,-108.4814,US,Mesa,077,,,
5732,81503,'Grand Junction',Colorado,CO,D,39.0307,-108.4361,US,Mesa,077,,,
5733,81504,'Grand Junction',Colorado,CO,D,39.0791,-108.4916,US,Mesa,077,,,
5734,81505,'Grand Junction',Colorado,CO,D,39.1071,-108.5968,US,Mesa,077,,,
5735,81506,'Grand Junction',Colorado,CO,D,39.1032,-108.5491,US,Mesa,077,,,
5736,81507,'Grand Junction',Colorado,CO,D,39.0158,-108.6129,US,Mesa,077,,,5
5737,81520,Clifton,Colorado,CO,D,39.0805,-108.4496,US,Mesa,077,,,
5738,81521,Fruita,Colorado,CO,D,39.1637,-108.7218,US,Mesa,077,,,
5739,81522,Gateway,Colorado,CO,D,38.6784,-108.9719,US,Mesa,077,,,
5740,81523,'Glade Park',Colorado,CO,D,38.9894,-108.781,US,Mesa,077,,,
5741,81524,Loma,Colorado,CO,D,39.2279,-108.8149,US,Mesa,077,,,
5742,81525,Mack,Colorado,CO,D,39.2554,-108.9296,US,Mesa,077,,,
5743,81526,Palisade,Colorado,CO,D,39.1032,-108.368,US,Mesa,077,,,
5744,81527,Whitewater,Colorado,CO,D,38.9744,-108.399,US,Mesa,077,,,
5745,81624,Collbran,Colorado,CO,D,39.2453,-107.9249,US,Mesa,077,,,
5746,81630,'De Beque',Colorado,CO,D,39.3118,-108.2304,US,Mesa,077,,,
5747,81643,Mesa,Colorado,CO,D,39.1612,-108.1044,US,Mesa,077,,,
5748,81646,Molina,Colorado,CO,D,39.1652,-108.0765,US,Mesa,077,,,
5749,81130,Creede,Colorado,CO,D,37.8164,-106.9277,US,Mineral,079,,,
5750,81610,Dinosaur,Colorado,CO,D,40.2566,-108.9652,US,Moffat,081,,,
5751,81625,Craig,Colorado,CO,D,40.5224,-107.5615,US,Moffat,081,,,
5752,81626,Craig,Colorado,CO,D,40.6677,-107.7833,US,Moffat,081,,,
5753,81633,Dinosaur,Colorado,CO,D,40.377,-108.399,US,Moffat,081,,,
5754,81638,Hamilton,Colorado,CO,D,40.325,-107.5841,US,Moffat,081,,,
5755,81640,Maybell,Colorado,CO,D,40.6738,-108.3699,US,Moffat,081,,,
5756,81653,Slater,Colorado,CO,D,40.9979,-107.3388,US,Moffat,081,,,
5757,81321,Cortez,Colorado,CO,D,37.3549,-108.5837,US,Montezuma,083,,,
5758,81323,Dolores,Colorado,CO,D,37.4666,-108.4717,US,Montezuma,083,,,
5759,81327,Lewis,Colorado,CO,D,37.5177,-108.6546,US,Montezuma,083,,,
5760,81328,Mancos,Colorado,CO,D,37.3471,-108.2982,US,Montezuma,083,,,
5761,81330,Mesa Verde National Park,Colorado,CO,D,37.2313,-108.4825,US,Montezuma,083,,,
5762,81331,'Pleasant View',Colorado,CO,D,37.5888,-108.8095,US,Montezuma,083,,,
5763,81334,Towaoc,Colorado,CO,D,37.2084,-108.72,US,Montezuma,083,,,
5764,81335,'Yellow Jacket',Colorado,CO,D,37.4995,-108.7852,US,Montezuma,083,,,
5765,81220,Cimarron,Colorado,CO,D,38.3876,-107.4824,US,Montrose,085,,,
5766,81401,Montrose,Colorado,CO,D,38.4678,-107.8752,US,Montrose,085,,,
5767,81402,Montrose,Colorado,CO,D,38.4851,-107.886,US,Montrose,085,,,
5768,81403,Montrose,Colorado,CO,D,38.3602,-107.9381,US,Montrose,085,,,5
5769,81411,Bedrock,Colorado,CO,D,38.2509,-108.9799,US,Montrose,085,,,
5770,81422,Naturita,Colorado,CO,D,38.2226,-108.5728,US,Montrose,085,,,
5771,81424,Nucla,Colorado,CO,D,38.2682,-108.5476,US,Montrose,085,,,
5772,81425,Olathe,Colorado,CO,D,38.5976,-107.9921,US,Montrose,085,,,
5773,81429,Paradox,Colorado,CO,D,38.3711,-108.9698,US,Montrose,085,,,
5774,81431,Redvale,Colorado,CO,D,38.1865,-108.3895,US,Montrose,085,,,
5775,80649,Orchard,Colorado,CO,D,40.3639,-104.0973,US,Morgan,087,,,
5776,80653,Weldona,Colorado,CO,D,40.3681,-103.9678,US,Morgan,087,,,
5777,80654,Wiggins,Colorado,CO,D,40.1598,-104.0468,US,Morgan,087,,,
5778,80701,'Fort Morgan',Colorado,CO,D,40.2541,-103.8031,US,Morgan,087,,,
5779,80705,Log Lane Village,Colorado,CO,D,40.2707,-103.8338,US,Morgan,087,,,
5780,80723,Brush,Colorado,CO,D,40.2603,-103.6279,US,Morgan,087,,,
5781,80733,Hillrose,Colorado,CO,D,40.3459,-103.5057,US,Morgan,087,,,
5782,80750,Snyder,Colorado,CO,D,40.3307,-103.5971,US,Morgan,087,,,
5783,81030,Cheraw,Colorado,CO,D,38.1029,-103.5367,US,Otero,089,,,
5784,81039,Fowler,Colorado,CO,D,38.1231,-104.0299,US,Otero,089,,,
5785,81050,'La Junta',Colorado,CO,D,37.9546,-103.6644,US,Otero,089,,,
5786,81058,Manzanola,Colorado,CO,D,38.1109,-103.8766,US,Otero,089,,,
5787,81067,'Rocky Ford',Colorado,CO,D,38.049,-103.7251,US,Otero,089,,,
5788,81077,Swink,Colorado,CO,D,38.055,-103.6195,US,Otero,089,,,
5789,81427,Ouray,Colorado,CO,D,38.0258,-107.6726,US,Ouray,091,,,
5790,81432,Ridgway,Colorado,CO,D,38.1381,-107.7533,US,Ouray,091,,,
5791,80420,Alma,Colorado,CO,D,39.298,-106.0635,US,Park,093,,,
5792,80421,Bailey,Colorado,CO,D,39.4482,-105.4693,US,Park,093,,,
5793,80432,Como,Colorado,CO,D,39.1587,-105.817,US,Park,093,,,
5794,80440,Fairplay,Colorado,CO,D,39.2256,-105.9994,US,Park,093,,,
5795,80448,Grant,Colorado,CO,D,39.4612,-105.6583,US,Park,093,,,
5796,80449,Hartsel,Colorado,CO,D,38.9673,-105.8788,US,Park,093,,,
5797,80456,Jefferson,Colorado,CO,D,39.2759,-105.6865,US,Park,093,,,
5798,80475,Shawnee,Colorado,CO,D,39.4395,-105.603,US,Park,093,,,
5799,80820,Guffey,Colorado,CO,D,38.8146,-105.5784,US,Park,093,,,
5800,80827,'Lake George',Colorado,CO,D,39.0342,-105.4347,US,Park,093,,,
5801,80721,Amherst,Colorado,CO,D,40.6824,-102.1706,US,Phillips,095,,,
5802,80731,Haxtun,Colorado,CO,D,40.6406,-102.6052,US,Phillips,095,,,
5803,80734,Holyoke,Colorado,CO,D,40.5825,-102.2825,US,Phillips,095,,,
5804,80746,Paoli,Colorado,CO,D,40.6106,-102.4722,US,Phillips,095,,,
5805,81611,Aspen,Colorado,CO,D,39.1951,-106.8236,US,Pitkin,097,,,
5806,81612,Aspen,Colorado,CO,D,39.2234,-106.8828,US,Pitkin,097,,,
5807,81615,'Snowmass Village',Colorado,CO,D,39.2212,-106.932,US,Pitkin,097,,,
5808,81642,Meredith,Colorado,CO,D,39.3199,-106.6596,US,Pitkin,097,,,
5809,81654,Snowmass,Colorado,CO,D,39.2258,-107.0303,US,Pitkin,097,,,
5810,81656,'Woody Creek',Colorado,CO,D,39.2831,-106.8985,US,Pitkin,097,,,
5811,81041,Granada,Colorado,CO,D,38.0545,-102.3271,US,Prowers,099,,,
5812,81043,Hartman,Colorado,CO,D,38.1195,-102.2168,US,Prowers,099,,,
5813,81047,Holly,Colorado,CO,D,38.0205,-102.1415,US,Prowers,099,,,
5814,81052,Lamar,Colorado,CO,D,38.0841,-102.6192,US,Prowers,099,,,
5815,81092,Wiley,Colorado,CO,D,38.159,-102.7147,US,Prowers,099,,,
5816,81001,Pueblo,Colorado,CO,D,38.2879,-104.5848,US,Pueblo,101,,,
5817,81002,Pueblo,Colorado,CO,D,38.1286,-104.5523,US,Pueblo,101,,,
5818,81003,Pueblo,Colorado,CO,D,38.2843,-104.6234,US,Pueblo,101,,,
5819,81004,Pueblo,Colorado,CO,D,38.2441,-104.6278,US,Pueblo,101,,,
5820,81005,Pueblo,Colorado,CO,D,38.2352,-104.66,US,Pueblo,101,,,
5821,81006,Pueblo,Colorado,CO,D,38.2446,-104.5318,US,Pueblo,101,,,
5822,81007,Pueblo,Colorado,CO,D,38.387,-104.7792,US,Pueblo,101,,,
5823,81008,Pueblo,Colorado,CO,D,38.3133,-104.6284,US,Pueblo,101,,,
5824,81009,Pueblo,Colorado,CO,D,38.1286,-104.5523,US,Pueblo,101,,,
5825,81010,Pueblo,Colorado,CO,D,38.1286,-104.5523,US,Pueblo,101,,,
5826,81011,Pueblo,Colorado,CO,D,38.1286,-104.5523,US,Pueblo,101,,,
5827,81012,Pueblo,Colorado,CO,D,38.1286,-104.5523,US,Pueblo,101,,,
5828,81013,Pueblo,Colorado,CO,D,38.1286,-104.5523,US,Pueblo,101,,,
5829,81014,Pueblo,Colorado,CO,D,38.1286,-104.5523,US,Pueblo,101,,,
5830,81015,Pueblo,Colorado,CO,D,38.1286,-104.5523,US,Pueblo,101,,,
5831,81019,'Colorado City',Colorado,CO,D,37.9441,-104.8412,US,Pueblo,101,,,
5832,81022,Avondale,Colorado,CO,D,38.1025,-104.5298,US,Pueblo,101,,,
5833,81023,Beulah,Colorado,CO,D,38.0837,-104.9724,US,Pueblo,101,,,
5834,81025,Boone,Colorado,CO,D,38.2646,-104.2585,US,Pueblo,101,,,
5835,81069,Rye,Colorado,CO,D,37.9371,-104.8863,US,Pueblo,101,,,
5836,81641,Meeker,Colorado,CO,D,40.0387,-107.8925,US,'Rio Blanco',103,,,
5837,81648,Rangely,Colorado,CO,D,40.0828,-108.7991,US,'Rio Blanco',103,,,
5838,81132,'Del Norte',Colorado,CO,D,37.6447,-106.4073,US,'Rio Grande',105,,,
5839,81135,Homelake,Colorado,CO,D,37.6157,-106.3753,US,'Rio Grande',105,,,
5840,81144,'Monte Vista',Colorado,CO,D,37.5731,-106.1408,US,'Rio Grande',105,,,
5841,81154,'South Fork',Colorado,CO,D,37.6725,-106.6125,US,'Rio Grande',105,,,
5842,80428,Clark,Colorado,CO,D,40.7268,-106.9215,US,Routt,107,,,
5843,80467,'Oak Creek',Colorado,CO,D,40.2567,-106.9296,US,Routt,107,,,
5844,80469,Phippsburg,Colorado,CO,D,40.1907,-106.9735,US,Routt,107,,,
5845,80477,'Steamboat Springs',Colorado,CO,D,40.3482,-106.9269,US,Routt,107,,,
5846,80479,Toponas,Colorado,CO,D,40.0676,-106.8517,US,Routt,107,,,
5847,80483,Yampa,Colorado,CO,D,40.1304,-106.9116,US,Routt,107,,,
5848,80487,'Steamboat Springs',Colorado,CO,D,40.6327,-106.9318,US,Routt,107,,,
5849,80488,'Steamboat Springs',Colorado,CO,D,40.6197,-106.8607,US,Routt,107,,,
5850,81639,Hayden,Colorado,CO,D,40.4945,-107.2571,US,Routt,107,,,
5851,81125,Center,Colorado,CO,D,37.7343,-106.0906,US,Saguache,109,,,
5852,81131,Crestone,Colorado,CO,D,37.953,-105.6879,US,Saguache,109,,,
5853,81143,Moffat,Colorado,CO,D,38.0452,-105.8411,US,Saguache,109,,,
5854,81149,Saguache,Colorado,CO,D,38.0978,-106.1876,US,Saguache,109,,,
5855,81155,'Villa Grove',Colorado,CO,D,38.2952,-106.1102,US,Saguache,109,,,
5856,81248,Sargents,Colorado,CO,D,38.4033,-106.4161,US,Saguache,109,,,
5857,81433,Silverton,Colorado,CO,D,37.809,-107.6667,US,'San Juan',111,,,
5858,81325,Egnar,Colorado,CO,D,37.9344,-108.9299,US,'San Miguel',113,,,
5859,81423,Norwood,Colorado,CO,D,38.1104,-108.2845,US,'San Miguel',113,,,
5860,81426,Ophir,Colorado,CO,D,37.8562,-107.852,US,'San Miguel',113,,,
5861,81430,Placerville,Colorado,CO,D,38.0593,-107.9904,US,'San Miguel',113,,,
5862,81435,Telluride,Colorado,CO,D,37.94,-107.8214,US,'San Miguel',113,,,
5863,80737,Julesburg,Colorado,CO,D,40.9708,-102.2575,US,Sedgwick,115,,,
5864,80744,Ovid,Colorado,CO,D,40.9459,-102.3874,US,Sedgwick,115,,,
5865,80749,Sedgwick,Colorado,CO,D,40.9103,-102.5291,US,Sedgwick,115,,,
5866,80424,Breckenridge,Colorado,CO,D,39.4753,-106.0225,US,Summit,117,,,
5867,80435,Dillon,Colorado,CO,D,39.5952,-105.9741,US,Summit,117,,,
5868,80443,Frisco,Colorado,CO,D,39.5589,-106.1332,US,Summit,117,,,
5869,80497,Silverthorne,Colorado,CO,D,39.6411,-106.108,US,Summit,117,,,
5870,80498,Silverthorne,Colorado,CO,D,39.7647,-106.2211,US,Summit,117,,,
5871,80813,'Cripple Creek',Colorado,CO,D,38.8261,-105.1499,US,Teller,119,,,
5872,80814,Divide,Colorado,CO,D,38.9576,-105.1994,US,Teller,119,,,
5873,80816,Florissant,Colorado,CO,D,38.8546,-105.3121,US,Teller,119,,,
5874,80860,Victor,Colorado,CO,D,38.731,-105.1321,US,Teller,119,,,
5875,80863,'Woodland Park',Colorado,CO,D,38.9969,-105.0623,US,Teller,119,,,
5876,80866,'Woodland Park',Colorado,CO,D,39.0364,-105.156,US,Teller,119,,,
5877,80720,Akron,Colorado,CO,D,40.1803,-103.2259,US,Washington,121,,,
5878,80740,Lindon,Colorado,CO,D,39.7909,-103.4142,US,Washington,121,,,
5879,80743,Otis,Colorado,CO,D,40.203,-102.9392,US,Washington,121,,,
5880,80757,Woodrow,Colorado,CO,D,39.805,-103.5752,US,Washington,121,,,
5881,80801,Anton,Colorado,CO,D,39.6909,-103.1373,US,Washington,121,,,
5882,80812,Cope,Colorado,CO,D,39.6848,-102.9904,US,Washington,121,,,
5883,80504,Longmont,Colorado,CO,D,40.1306,-104.9504,US,Weld,123,,,
5884,80514,Dacono,Colorado,CO,D,40.0836,-104.9297,US,Weld,123,,,
5885,80516,Erie,Colorado,CO,D,40.0597,-105.0686,US,Weld,123,,,
5886,80520,Firestone,Colorado,CO,D,40.1225,-104.9358,US,Weld,123,,,
5887,80530,Frederick,Colorado,CO,D,40.0978,-104.9293,US,Weld,123,,,
5888,80534,Johnstown,Colorado,CO,D,40.3355,-104.9236,US,Weld,123,,,
5889,80542,Mead,Colorado,CO,D,40.2347,-104.9994,US,Weld,123,,,
5890,80543,Milliken,Colorado,CO,D,40.3107,-104.8761,US,Weld,123,,,
5891,80546,Severance,Colorado,CO,D,40.525,-104.8505,US,Weld,123,,,
5892,80550,Windsor,Colorado,CO,D,40.4837,-104.8994,US,Weld,123,,,
5893,80551,Windsor,Colorado,CO,D,40.4641,-104.8851,US,Weld,123,,,
5894,80610,Ault,Colorado,CO,D,40.5938,-104.7356,US,Weld,123,,,
5895,80611,Briggsdale,Colorado,CO,D,40.6392,-104.2871,US,Weld,123,,,
5896,80612,Carr,Colorado,CO,D,40.8666,-104.8859,US,Weld,123,,,
5897,80615,Eaton,Colorado,CO,D,40.5273,-104.7146,US,Weld,123,,,
5898,80620,Evans,Colorado,CO,D,40.3803,-104.6971,US,Weld,123,,,
5899,80621,'Fort Lupton',Colorado,CO,D,40.108,-104.8013,US,Weld,123,,,
5900,80622,Galeton,Colorado,CO,D,40.5378,-104.4585,US,Weld,123,,,
5901,80623,Gilcrest,Colorado,CO,D,40.2854,-104.7825,US,Weld,123,,,
5902,80624,Gill,Colorado,CO,D,40.4696,-104.5,US,Weld,123,,,
5903,80631,Greeley,Colorado,CO,D,40.385,-104.6806,US,Weld,123,,,
5904,80632,Greeley,Colorado,CO,D,40.3766,-104.7629,US,Weld,123,,,
5905,80633,Greeley,Colorado,CO,D,40.5009,-104.315,US,Weld,123,,,
5906,80634,Greeley,Colorado,CO,D,40.4109,-104.7541,US,Weld,123,,,
5907,80638,Greeley,Colorado,CO,D,40.5009,-104.315,US,Weld,123,,,
5908,80639,Greeley,Colorado,CO,D,40.3993,-104.7017,US,Weld,123,,,
5909,80642,Hudson,Colorado,CO,D,40.0606,-104.6532,US,Weld,123,,,
5910,80643,Keenesburg,Colorado,CO,D,40.0958,-104.4464,US,Weld,123,,,
5911,80644,Kersey,Colorado,CO,D,40.3963,-104.5288,US,Weld,123,,,
5912,80645,'La Salle',Colorado,CO,D,40.3211,-104.7268,US,Weld,123,,,
5913,80646,Lucerne,Colorado,CO,D,40.4824,-104.7054,US,Weld,123,,,
5914,80648,Nunn,Colorado,CO,D,40.7265,-104.785,US,Weld,123,,,
5915,80650,Pierce,Colorado,CO,D,40.6359,-104.7638,US,Weld,123,,,
5916,80651,Platteville,Colorado,CO,D,40.2131,-104.8028,US,Weld,123,,,
5917,80652,Roggen,Colorado,CO,D,40.0878,-104.282,US,Weld,123,,,
5918,80729,Grover,Colorado,CO,D,40.8716,-104.2346,US,Weld,123,,,
5919,80732,Hereford,Colorado,CO,D,40.9751,-104.3053,US,Weld,123,,,
5920,80742,'New Raymer',Colorado,CO,D,40.6851,-103.839,US,Weld,123,,,
5921,80754,Stoneham,Colorado,CO,D,40.687,-103.6387,US,Weld,123,,,
5922,80727,Eckley,Colorado,CO,D,40.1138,-102.4828,US,Yuma,125,,,
5923,80735,Idalia,Colorado,CO,D,39.8167,-102.4262,US,Yuma,125,,,
5924,80755,Vernon,Colorado,CO,D,39.9331,-102.3193,US,Yuma,125,,,
5925,80758,Wray,Colorado,CO,D,40.0685,-102.393,US,Yuma,125,,,
5926,80759,Yuma,Colorado,CO,D,40.1301,-102.7072,US,Yuma,125,,,
5927,80822,Joes,Colorado,CO,D,39.6728,-102.6151,US,Yuma,125,,,
5928,80824,Kirk,Colorado,CO,D,39.6171,-102.4776,US,Yuma,125,,,
5929,06404,Botsford,Connecticut,CT,D,41.1651,-73.1292,US,Fairfield,001,,,
5930,06430,Fairfield,Connecticut,CT,D,41.1664,-73.2571,US,Fairfield,001,,,
5931,06431,Fairfield,Connecticut,CT,D,41.2191,-73.2527,US,Fairfield,001,,,
5932,06432,Fairfield,Connecticut,CT,D,41.2017,-73.2354,US,Fairfield,001,,,
5933,06436,'Greens Farms',Connecticut,CT,D,41.3089,-73.3637,US,Fairfield,001,,,
5934,06440,Hawleyville,Connecticut,CT,D,41.3089,-73.3637,US,Fairfield,001,,,
5935,06468,Monroe,Connecticut,CT,D,41.3312,-73.2243,US,Fairfield,001,,,
5936,06470,Newtown,Connecticut,CT,D,41.3931,-73.3167,US,Fairfield,001,,,
5937,06482,'Sandy Hook',Connecticut,CT,D,41.4087,-73.2485,US,Fairfield,001,,,
5938,06484,Shelton,Connecticut,CT,D,41.3047,-73.1294,US,Fairfield,001,,,
5939,06490,Southport,Connecticut,CT,D,41.1453,-73.2902,US,Fairfield,001,,,
5940,06491,Stevenson,Connecticut,CT,D,41.3866,-73.1872,US,Fairfield,001,,,
5941,06497,Stratford,Connecticut,CT,D,41.2071,-73.1305,US,Fairfield,001,,,
5942,06601,Bridgeport,Connecticut,CT,D,41.3089,-73.3637,US,Fairfield,001,,,
5943,06602,Bridgeport,Connecticut,CT,D,41.1798,-73.189,US,Fairfield,001,,,
5944,06604,Bridgeport,Connecticut,CT,D,41.1796,-73.2019,US,Fairfield,001,,,
5945,06605,Bridgeport,Connecticut,CT,D,41.1668,-73.2163,US,Fairfield,001,,,
5946,06606,Bridgeport,Connecticut,CT,D,41.2091,-73.2086,US,Fairfield,001,,,
5947,06607,Bridgeport,Connecticut,CT,D,41.1784,-73.165,US,Fairfield,001,,,
5948,06608,Bridgeport,Connecticut,CT,D,41.1895,-73.1811,US,Fairfield,001,,,
5949,06610,Bridgeport,Connecticut,CT,D,41.2005,-73.1688,US,Fairfield,001,,,
5950,06611,Trumbull,Connecticut,CT,D,41.2564,-73.2111,US,Fairfield,001,,,
5951,06612,Easton,Connecticut,CT,D,41.2523,-73.2871,US,Fairfield,001,,,
5952,06614,Stratford,Connecticut,CT,D,41.216,-73.1304,US,Fairfield,001,,,
5953,06615,Stratford,Connecticut,CT,D,41.177,-73.1336,US,Fairfield,001,,,
5954,06650,Bridgeport,Connecticut,CT,D,41.3089,-73.3637,US,Fairfield,001,,,
5955,06673,Bridgeport,Connecticut,CT,D,41.3089,-73.3637,US,Fairfield,001,,,
5956,06699,Bridgeport,Connecticut,CT,D,41.3089,-73.3637,US,Fairfield,001,,,
5957,06784,Sherman,Connecticut,CT,D,41.5714,-73.4947,US,Fairfield,001,,,
5958,06801,Bethel,Connecticut,CT,D,41.3813,-73.4008,US,Fairfield,001,,,
