tweets,cleaned tweets,
 Qualcomm Life is building the future of health care  #gratefulmed http://t.co/xDx9b5zYNo,"qualcomm,life,building,future,health,care,#gratefulmed",can'tsay
" q1 - lancet: never (or, maybe, rarely). it has been an embarrassingly long time since my last #bgnow. (friday night?) #shamed #dsma","q1,lancet,maybe,rarely,embarrassingly,time,#bgnow,friday,night,#shamed,#dsma",can'tsay
" Q&amp;A: Challenges, benefits of implementing single sign-on in hospitals: http://t.co/zgfMLxw7fZ #HITsm #healthIT","challenges,benefits,implementing,single,sign,hospitals,#hitsm,#healthit",can'tsay
" Q&amp;A: Challenges, benefits of implementing single sign-on in hospitals: http://t.co/B14qCqtSGG #healthIT #HITsm #hcsm","challenges,benefits,implementing,single,sign,hospitals,#healthit,#hitsm,#hcsm",can'tsay
 Pulling the plug: ICU 'culture' key to life or death decision http://t.co/MRFwKBFJ2W #eldercare,"pulling,plug,icu,culture,key,life,death,decision,#eldercare",can'tsay
 Publisher: Sen. Warren book coming out in 2014 http://t.co/4wUswFSbgI #dental #nj,"publisher,sen,warren,book,coming,#dental,#nj",can'tsay
 Psychiatrists Not Immune to #MentalHealth Bias http://t.co/prt1fFL1Ee #Healthcare #Psych,"psychiatrists,immune,#mentalhealth,bias,#healthcare,#psych",can'tsay
 PRT @sebelius: It's #graduation time! Please RT: 5 things every grad should know about their #healthcare |@HuffPost http://t.co/ZU3gDI52ja,"prt,#graduation,time,please,grad,#healthcare",can'tsay
" PRT @rh_jwilliams: RT @HITExchange: 5 areas in which healthcare #bigdata, NLP will affect patient care: http://t.co/Fc63DyYoYG #healthdata","prt,jwilliams,healthcare,#bigdata,nlp,affect,patient,care,#healthdata",can'tsay
 PRT @pharmalot: Steve Nissen: The FDA Meeting On Avandia Will Be A 'Whitewash'.. http://t.co/hucEzwwSxT #pharma #avandia #FDA #stevenissen,"prt,steve,nissen,fda,meeting,avandia,whitewash,#pharma,#avandia,#fda,#stevenissen",can'tsay
 Protein preps cells to survive stress of cancer growth and chemotherapy http://t.co/gpbDJHUVW7 #genome #genomics,"protein,preps,cells,survive,stress,cancer,growth,chemotherapy,#genome,#genomics",can'tsay
 Progress 2013: Pan-Canadian Pricing Alliance:provs/terrs collaborate on lowering prescription drug prices http://t.co/tQRsjHLLLd #cdnhealth,"progress,pan,canadian,pricing,alliance,provs,terrs,collaborate,lowering,prescription,drug,prices,#cdnhealth",can'tsay
" Process Technician in Galway, Ireland http://t.co/Tot7kx05Mj #job #Technican #fda","process,technician,galway,ireland,#job,#technican,#fda",can'tsay
 Proberen te slapen.. Goodnight?? #hospital,"proberen,te,slapen,goodnight,#hospital",can'tsay
 ProActive Capital Clients Presenting at @MarcumLLP MicroCap Conference http://t.co/BDohfXa9cp #biotech #microcap,"proactive,capital,clients,microcap,conference,#biotech,#microcap",can'tsay
" Prison guard hit by inmate, loses medical insurance #concussion http://t.co/mUDL53H0Ms place <tweepy.models.Place object at 0x01E33930>","prison,guard,hit,inmate,loses,medical,insurance,#concussion",can'tsay
 Price: I need real patient stories. I will talk to anybody about this. #hmenews,"price,real,patient,stories,talk,#hmenews",can'tsay
 Price transparency for #medicaldevices and hospitals... http://t.co/hOB8dAO9cu #healthcare #medtech #meddevice #ACO #FDA #ehealth,"price,transparency,#medicaldevices,hospitals,#healthcare,#medtech,#meddevice,#aco,#fda,#ehealth",can'tsay
" Preview, \ Interrai Home care Assessment Form\"" http://t.co/ciQkaj62TR #homecare #hospitals #home""","preview,interrai,home,care,assessment,form,#homecare,#hospitals,#home",can'tsay
" Preview eBook \interRAI Home Care (HC) Assessment Form\"" http://t.co/GnKbjocl5L #care #homecare #hospital""","preview,ebook,interrai,home,care,hc,assessment,form,#care,#homecare,#hospital",can'tsay
" Preview eBook \interRAI Home Care (HC) Assessment Form\"" http://t.co/D9ueiUc6hW #care #homecare #hospitalsystem""","preview,ebook,interrai,home,care,hc,assessment,form,#care,#homecare,#hospitalsystem",can'tsay
" Preview eBook \interRAI #Clinical Assessment Protocols (CAPs)\"" http://t.co/uc95sjIVUf #care #healthcare #clinical""","preview,ebook,interrai,#clinical,assessment,protocols,caps,#care,#healthcare,#clinical",can'tsay
" Preventative care, patient engagement can start in the workplace | #PatientEngagement #mHealth #HealthIT #Wellness http://t.co/SAYZX9PpUq","preventative,care,patient,engagement,start,workplace,#patientengagement,#mhealth,#healthit,#wellness",can'tsay
 Pretty pumped about the new SONY Z1p coming to #hhs for a stay from our friends @hvillesalvos @st_sarah,"pretty,pumped,sony,z1p,coming,#hhs,stay,friends,sarah",can'tsay
 Pretty much we are #doctors #JobShadow #CassCityHospital http://t.co/l39rawUgCw,"pretty,#doctors,#jobshadow,#casscityhospital",can'tsay
 Presidential Whistle Stop courses offer CE and perks http://t.co/CUdgNrzbQJ #dental #CE,"presidential,whistle,stop,courses,offer,ce,perks,#dental,#ce",can'tsay
 Pregnant at 60 http://t.co/0pESCEk0t6 #fertility treatments,"pregnant,#fertility,treatments",can'tsay
" Predictive modeling using #bigdata could improve patient care by 50%, according to some estimates. http://t.co/ZbUrbTqbp4 #healthcare","predictive,modeling,using,#bigdata,improve,patient,care,according,estimates,#healthcare",can'tsay
 Prayers for Baby Kyden! #baby #5.21.13 #hospital #Danville,"prayers,baby,kyden,#baby,#5,#hospital,#danville",can'tsay
 Prayers &amp; absolute best wishes go out from myself &amp; all the Bay Area Seals to @goforGusto9 of the El Paso Rhinos. Stay strong &amp; #kickcancer,"prayers,absolute,wishes,bay,seals,el,paso,rhinos,stay,strong,#kickcancer",can'tsay
 Pray for my #girl who was #attacked by 3 #men and 1 women #stopbtownattacks #concussion #headtramma… http://t.co/92VKjAe0Yk,"pray,#girl,#attacked,#,women,#stopbtownattacks,#concussion,#headtramma…",can'tsay
 Practices look to health IT to minimize declines in profits http://t.co/WKsyeabRa3 #ICD10 #HealthIT #HITsm,"practices,look,health,minimize,declines,profits,#icd10,#healthit,#hitsm",can'tsay
 Practices look to #healthIT to minimize declines in profits | http://t.co/dKeyQLZamA http://t.co/tnYtHeFbq4 #EHR #mHealth,"practices,look,#healthit,minimize,declines,profits,#ehr,#mhealth",can'tsay
 ppt on ebm PPT Templates - http://t.co/0V3LpWwKCL  #powerpoint #slide #ppt #on #ebm,"ppt,ebm,ppt,templates,#powerpoint,#slide,#ppt,#,#ebm",can'tsay
" Poverty, health, communities healing themselves - watch America Bracho's rousing #TEDMED talk: http://t.co/CrFJejzgYa #greatchallenges","poverty,health,communities,healing,watch,america,bracho,rousing,#tedmed,talk,#greatchallenges",can'tsay
" Post-stroke care should be 'uniform' across age groups, study finds http://t.co/zFs1QVWiYd #healthcare","post,stroke,care,uniform,age,study,#healthcare",can'tsay
 Positioning for the new Getting out of the Pill Bottle #healthcare landscape http://t.co/cLl5G7PEDd #innovation,"positioning,getting,pill,bottle,#healthcare,landscape,#innovation",can'tsay
 Population and sex differences in Drosophila melanogaster brain gene expression http://t.co/tcZ0LAEZfL #genomics,"population,sex,differences,drosophila,melanogaster,brain,gene,expression,#genomics",can'tsay
" Pomona, NY #Dentist, Dr. Robert Tracey of General &amp; Laser Assisted #Dentistry (GLAD) Highlights Sleep Apnea … http://t.co/aDLq9FSfar","pomona,ny,#dentist,dr,robert,tracey,laser,assisted,#dentistry,glad,highlights,sleep,apnea,…",can'tsay
 Polo shirt washed and nails painted in #GivingVoiceUK colours ready for @PrimaryCare13 tomorrow! #dedicated http://t.co/4nI26QwIeW,"polo,shirt,washed,nails,painted,#givingvoiceuk,colours,ready,tomorrow,#dedicated",can'tsay
 Politico | House immigration talks hang on health care. #hcr http://t.co/1LUJ668osZ,"politico,house,immigration,talks,hang,health,care,#hcr",can'tsay
 Polish Man Gets Quick Face Transplant After Injury http://t.co/hwmoqjCMKi #Europe #doctors #life | Epoch Times,"polish,quick,transplant,injury,#europe,#doctors,#life,epoch,times",can'tsay
 Podcast @SherrillSellman - why the breast cancer gene isn't a true 'gene' http://t.co/ogDrgSV58q #breast #cancer #epigenetics,"podcast,breast,cancer,gene,true,gene,#breast,#cancer,#epigenetics",can'tsay
 Please vote for this entry in Flex for Flex!! http://t.co/Uan2zMdmze #health #fitness #fitbit,"please,vote,entry,flex,flex,#health,#fitness,#fitbit",can'tsay
 Please vote for @MediSafeProject to go to the finals. Send F to 868464. Vote for #mhealth #diabetes #adherence #app. http://t.co/6q1n8ZJ4ge,"please,vote,finals,send,vote,#mhealth,#diabetes,#adherence,#app",can'tsay
 Please visit http://t.co/6Ig3IcE82c to learn more about the refugee health campaign in Calgary. #refugee #cdnhealth,"please,visit,learn,refugee,health,campaign,calgary,#refugee,#cdnhealth",can'tsay
 Please Share!!.. Help support  Jacobs Ride   @jacobsride  #jacobsride #audpeeps #audiology http://t.co/btI7vDdnU6,"please,share,help,support,jacobs,ride,#jacobsride,#audpeeps,#audiology",can'tsay
 Please read this! #Botox silences women's faces – and freezes out #empathy in body language | Jessie Cole http://t.co/6nRqJPaERp,"please,read,#botox,silences,women,–,freezes,#empathy,body,language,jessie,cole",can'tsay
 Please follow our newest company - Wheelie Good Kids - pediatric aids - @WGKids  #disabled #carer #care #caregiver @Wheelchair_Dave,"please,follow,company,wheelie,kids,pediatric,aids,#disabled,#carer,#care,#caregiver,dave",can'tsay
 Playing detective to find documents ... and more signs you might need a #CTMS http://t.co/8I7Y7Ryur2 #eClinical #clinicalresearch,"playing,detective,documents,signs,#ctms,#eclinical,#clinicalresearch",can'tsay
" PLANEX, the plant co-expression database: grapple with grapes and be amazed by maize http://t.co/Oksbih7Sui - in BMC Plant Biology #genomics","planex,plant,expression,database,grapple,grapes,amazed,maize,bmc,plant,biology,#genomics",can'tsay
 Pines punched a “one way ticket toward genome obesity” http://t.co/cmk9LKsYJ5 #ScientificMethod #Biology #evolution #Genomics,"pines,punched,ticket,genome,obesity,#scientificmethod,#biology,#evolution,#genomics",can'tsay
 Pines punched a “one way ticket toward genome obesity” #scichat #genomics  http://t.co/Fl6s13oq6G,"pines,punched,ticket,genome,obesity,#scichat,#genomics",can'tsay
 Pills Tracked From Doctor to Patient to Aid Drug Marketing http://t.co/h8CyZB3nYp #emr #health #mhealth #ehr #medical http://t.co/vxNPBb6ozc,"pills,tracked,doctor,patient,aid,drug,marketing,#emr,#health,#mhealth,#ehr,#medical",can'tsay
 Pikeville Medical Center: ASSISTANT CFO                                       05175     http://t.co/humVTSRdcK #jobs #Healthcare,"pikeville,medical,center,assistant,cfo,#jobs,#healthcare",can'tsay
 Picked up a fitbit zip yesterday and starting a goal of 10K steps/day. After one day I'm realizing how much I don't move.  Game on. #fitbit,"picked,fitbit,zip,yesterday,starting,goal,steps,day,day,realizing,move,game,#fitbit",can'tsay
 Physicians may be marginalized as mobile tech engages us in healthcare @lucasmearian http://t.co/mYHaCmPQRc #healthit (via @webpaldotnet),"physicians,marginalized,mobile,tech,engages,healthcare,#healthit,via",can'tsay
 Physicians and professional burnout #physicians #doctors #burnout http://t.co/R4iSgJCdvt,"physicians,professional,burnout,#physicians,#doctors,#burnout",can'tsay
 Physician value index can be used for incentive management or care teams see how: #ACO #P4P #healthcare http://t.co/vdOJDlPM2a,"physician,value,index,incentive,management,care,teams,#aco,#p4p,#healthcare",can'tsay
 Physician specialty leaders meet today at @PAMEDSociety building to discuss how to collaborate on important #HealthCare issues.,"physician,specialty,leaders,meet,building,discuss,collaborate,#healthcare,issues",can'tsay
 Physician networks a way forward for health care  http://t.co/Q8QoXsL8ka via @winnipegnews @EvidenceNetwork #cdnhealth,"physician,networks,forward,health,care,via,#cdnhealth",can'tsay
 Physician Burnout - the 3 Symptoms and 3 Simple Prevention Steps You can Take Tomorrow http://t.co/Y9IectUmd3 #healthcare #medicine,"physician,burnout,symptoms,simple,prevention,steps,tomorrow,#healthcare,#medicine",can'tsay
" Physical Therapist - HRS PRN-Danville, IL ( #Danville , IL) http://t.co/egyHBzz9fb #Healthcare #Job #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01E335F0> coordinates {u'type': u'Point', u'coordinates': [-87.6300207, 40.124481]}","physical,therapist,hrs,prn,danville,il,#danville,il,#healthcare,#job,#jobs,#tweetmyjobs,type",can'tsay
" Physical Therapist - Avant Healthcare: ( #Seaford , DE) http://t.co/sjjHwWwib7 #Healthcare #H1B #workinUSA #PT #OT #Job #Jobs place <tweepy.models.Place object at 0x01EF35B0> coordinates {u'type': u'Point', u'coordinates': [-75.6110381, 38.6412256]}","physical,therapist,avant,healthcare,#seaford,#healthcare,#h1b,#workinusa,#pt,#ot,#job,#jobs,type",can'tsay
" Physical Therapist - Avant Healthcare: ( #Rahway , NJ) http://t.co/OquOkStHJw #Healthcare #H1B #workinUSA #PT #OT #Job #Jobs place <tweepy.models.Place object at 0x01EF36D0> coordinates {u'type': u'Point', u'coordinates': [-74.2776468, 40.6081591]}","physical,therapist,avant,healthcare,#rahway,nj,#healthcare,#h1b,#workinusa,#pt,#ot,#job,#jobs,type",can'tsay
" Physical Therapist - Avant Healthcare: ( #Marksville , LA) http://t.co/X5rQpQ4d8X #Healthcare #H1B #workinUSA #PT #OT #Job #Jobs place <tweepy.models.Place object at 0x01EF3830> coordinates {u'type': u'Point', u'coordinates': [-92.0662356, 31.1279652]}","physical,therapist,avant,healthcare,#marksville,la,#healthcare,#h1b,#workinusa,#pt,#ot,#job,#jobs,type",can'tsay
" physical assessment @Catalyst_101 tonight - probably not the best decision following a long weekend, wish me luck! #health #getfit","physical,assessment,tonight,probably,decision,following,weekend,wish,luck,#health,#getfit",can'tsay
" Physical and financial health #fail: in one state, cancer patients 2.65 times more likely to go bankrupt http://t.co/vYH3UxLvHA #healthdata","physical,financial,health,#fail,cancer,patients,times,bankrupt,#healthdata",can'tsay
 Photoset: Notfornothing but my #dentist is so RuddyCherry ?? http://t.co/lRdGqOPhVa,"photoset,notfornothing,#dentist,ruddycherry",can'tsay
 Photo: scratch evil @sunnymassacre @massacresunny #Goth #gothic #ebm #industrial #juggalo #juggalette... http://t.co/sAxbu1qxil,"photo,scratch,evil,#goth,#gothic,#ebm,#industrial,#juggalo,#juggalette",can'tsay
 Photo: Looking for a #healthy #lunch idea? Try this #GlutenFree #DairyFree idea! Start by switching to... http://t.co/d2NeTx6VYD,"photo,looking,#healthy,#lunch,idea,try,#glutenfree,#dairyfree,idea,start,switching",can'tsay
 Photo: “It’s like finding normalcy in the midst of chaos.” -Luke #ems #redcross #lifesaphoto http://t.co/SGXLRyEHf1,"photo,’,finding,normalcy,midst,chaos,luke,#ems,#redcross,#lifesaphoto",can'tsay
 Philips Sonicare Essence Toothbrush w/ $50 Gift Code for $40 shipped #dental care/oral hygiene http://t.co/5I1IZpwBnx,"philips,sonicare,essence,toothbrush,gift,code,shipped,#dental,care,oral,hygiene",can'tsay
 Phase III clinical trial data of Milprosa vaginal ring presented at PCRS annual meeting &gt; http://t.co/RV1CZLznG2  #IVF #fertility,"phase,iii,clinical,trial,data,milprosa,vaginal,ring,pcrs,annual,meeting,gt,#ivf,#fertility",can'tsay
 Pharmaxis agrees to Key #CF trial parameters with #FDA on #OrphanDrug Bronchitol http://t.co/48SjTwoM85,"pharmaxis,agrees,key,#cf,trial,parameters,#fda,#orphandrug,bronchitol",can'tsay
 Pharmageddon: How To Survive It http://t.co/IanTfHNulR #pharma #biotech,"pharmageddon,survive,#pharma,#biotech",can'tsay
 pharmacometric fda Powerpoint Templates - http://t.co/mVZt7vKUqr  #powerpoint #slide #pharmacometric #fda,"pharmacometric,fda,powerpoint,templates,#powerpoint,#slide,#pharmacometric,#fda",can'tsay
 Pharmaceutical Distributor Cuts day Of Safety Stock http://t.co/OHJTR5TaoD #healthIT,"pharmaceutical,distributor,cuts,day,safety,stock,#healthit",can'tsay
 Personal relationships? That's novel. \Prevent Burnout? Turn From Screen,"personal,relationships,novel,prevent,burnout,screen",can'tsay
 Perfect running weather #getfit,"perfect,running,weather,#getfit",can'tsay
 Perfect day to run today. Yep I'm back at it! #blacklick #nicejog #solodolo #getfit #stopmakingexcuses… http://t.co/DDcBOfHDFh,"perfect,day,run,yep,#blacklick,#nicejog,#solodolo,#getfit,#stopmakingexcuses…",can'tsay
 People always say ill start tomorrow working out....why not start right now... #getfit #getstarted,"people,ill,start,tomorrow,start,#getfit,#getstarted",can'tsay
 Pentagon says 20 vendors can meet its #ElectronicHealthRecord needs | #EHR http://t.co/Eu6XQoDHMN,"pentagon,vendors,meet,#electronichealthrecord,#ehr",can'tsay
 Pentagon says 20 vendors can meet its #EHR needs  http://t.co/0TMB1r4bLp,"pentagon,vendors,meet,#ehr",can'tsay
 Penetration. Gag reflex. Valleculae. Swallowing. Aspiration. Dump swallows. #dysphagia @maazie13 @broonbaffoon what our summer consists of,"penetration,gag,reflex,valleculae,swallowing,aspiration,dump,swallows,#dysphagia,summer,consists",can'tsay
" Pedometers Lead to More Walking, Fewer Exacerbations in COPD. http://t.co/nX4xIAbiRS @Joydisee  #fitbit","pedometers,lead,walking,fewer,exacerbations,copd,#fitbit",can'tsay
" Pediatric Trach and Vent RNs Needed for Hom... - BAYADA Home Health Care: ( #Holmdel , NJ) http://t.co/Ao1IFnRiMg #Healthcare #Job place <tweepy.models.Place object at 0x01E33930> coordinates {u'type': u'Point', u'coordinates': [-74.176155, 40.3885875]}","pediatric,trach,vent,rns,hom,bayada,home,health,care,#holmdel,nj,#healthcare,#job,type",can'tsay
 pediatric gastroenterology powerpoints PPT Slides - http://t.co/qb5xUNWk6V  #ppt #pediatric #gastroenterology #powerpoints,"pediatric,gastroenterology,powerpoints,ppt,slides,#ppt,#pediatric,#gastroenterology,#powerpoints",can'tsay
" Peace of mind is only a phone call away. When you have a #healthcare question, you can always call Consult A #Nurse! http://t.co/vuOY024jLr","peace,mind,phone,call,#healthcare,question,call,consult,#nurse",can'tsay
" PCT St Joseph MI - Fresenius Medical Care: ( #StJoseph , MI) http://t.co/3Z5QQvxDI0 #Healthcare #Job #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01F93830> coordinates {u'type': u'Point', u'coordinates': [-86.4841667, 42.0980556]}","pct,st,joseph,mi,fresenius,medical,care,#stjoseph,mi,#healthcare,#job,#jobs,#tweetmyjobs,type",can'tsay
" PCT - Fresenius Medical Care: ( #Conway , SC) http://t.co/YksARco1wc #Healthcare #Job #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01EF3710> coordinates {u'type': u'Point', u'coordinates': [-79.0478143, 33.8360034]}","pct,fresenius,medical,care,#conway,sc,#healthcare,#job,#jobs,#tweetmyjobs,type",can'tsay
 Paul McCartney writes in support of Pussy Riot http://t.co/Upb4mxO2O1 #dental #nj,"paul,mccartney,writes,support,pussy,riot,#dental,#nj",can'tsay
" Paul Farrelly Doing Sterling Job Unpicking Overlapping Lobbying Bloc - PRESSBOF, Newspaper Society, PCC &amp;c #CMS","paul,farrelly,sterling,job,unpicking,overlapping,lobbying,bloc,pressbof,newspaper,society,pcc,#cms",can'tsay
 Patients Use Social Networks for #Healthcare Questions http://t.co/XgJ3CoSrfL,"patients,social,networks,#healthcare,questions",can'tsay
 Patients having acute HIV infection have their infection assessed by measurement of t... http://t.co/OlnmKTVp4v #hematology via @LichenCraig,"patients,acute,hiv,infection,infection,assessed,measurement,#hematology,via",can'tsay
 Patients aren't online just to vent. Find out what else they’re saying here http://t.co/M62JND7opm via @teaminspire @PRDaily #ePatient,"patients,online,vent,else,’re,saying,via,#epatient",can'tsay
 Patients are happier when #healthcare professionals are happier http://t.co/71a1xymVzl #PhysicalTherapy #OTpeeps,"patients,happier,#healthcare,professionals,happier,#physicaltherapy,#otpeeps",can'tsay
" Patient Identification App with customer support 365 days a year, 24 hours a day #EasyID #Hospital http://t.co/8F34TFQHIa","patient,identification,app,customer,support,days,hours,day,#easyid,#hospital",can'tsay
 Patient Flow and the Broken Record Method. Physicians get home sooner http://t.co/TLCoWsERaH #healthcare,"patient,flow,broken,record,method,physicians,home,sooner,#healthcare",can'tsay
 Patient engagement and trench innovation http://t.co/6IljC4fjIY #healthcare,"patient,engagement,trench,innovation,#healthcare",can'tsay
" Patient compliance: an interview with Dr. Bassam Damaj, CEO of Innovus Pharma http://t.co/lFTo6K5aaJ #adherence","patient,compliance,interview,dr,bassam,damaj,ceo,innovus,pharma,#adherence",can'tsay
" Patient Care Technician Float - Fresenius Medical Care: ( #Muncie , IN) http://t.co/d7xIVp9pL9 #Healthcare #Job #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01EF3890> coordinates {u'type': u'Point', u'coordinates': [-85.3863599, 40.1933767]}","patient,care,technician,float,fresenius,medical,care,#muncie,#healthcare,#job,#jobs,#tweetmyjobs,type",can'tsay
" PATIENT CARE TECHNICIAN (PCT) - Fresenius Medical Care: ( #Hammond , LA) http://t.co/ajPw17SbNr #Healthcare #Job #Jobs place <tweepy.models.Place object at 0x01EF3810> coordinates {u'type': u'Point', u'coordinates': [-90.4611995, 30.5043583]}","patient,care,technician,pct,fresenius,medical,care,#hammond,la,#healthcare,#job,#jobs,type",can'tsay
" PATIENT CARE TECHNICIAN (PCT) - Fresenius Medical Care: ( #DELHI , LA) http://t.co/UGIvhCwt4M #Healthcare #Job #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01EF3310> coordinates {u'type': u'Point', u'coordinates': [-91.4931736, 32.4576421]}","patient,care,technician,pct,fresenius,medical,care,#delhi,la,#healthcare,#job,#jobs,#tweetmyjobs,type",can'tsay
" Patient Care Technician - Fresenius Medical Care: ( #SantaBarbara , CA) http://t.co/O1bJUAcJjx #Healthcare #Job #Jobs #TweetMyJobs place <tweepy.models.Place object at 0x01EF36F0> coordinates {u'type': u'Point', u'coordinates': [-119.6981901, 34.4208305]}","patient,care,technician,fresenius,medical,care,#santabarbara,ca,#healthcare,#job,#jobs,#tweetmyjobs,type",can'tsay
" Patent Watch: Aventis Pharms., Inc. v. Amino Chems. Ltd. http://t.co/7iERb7dhNZ #FDA","patent,watch,aventis,pharms,inc,amino,chems,ltd,#fda",can'tsay
 passing hectic day with a lot of patients in #Hospital !,"passing,hectic,day,lot,patients,#hospital",can'tsay
 Passes 35-1!! “@cookingcorps: #GMO food labeling bill passes in the CT senate!  @ilisamich #dietitians rejoice  http://t.co/uaYueKcLVu”,"passes,#gmo,food,labeling,bill,passes,ct,senate,#dietitians,rejoice",can'tsay
" passed that pt test today, but always room for improvement! #getfit #armycrossfit","passed,pt,test,improvement,#getfit,#armycrossfit",can'tsay
 Part time Physical Therapist- 2591: http://t.co/5mjaVbj3fj #Job #employment #Healthcare,"time,physical,therapist,#job,#employment,#healthcare",can'tsay
 Parents of children with hearing loss share perspectives on speech and hearing. http://t.co/sTb4hUCyQd #slpeeps #audpeeps #maymonth,"parents,children,hearing,loss,share,perspectives,speech,hearing,#slpeeps,#audpeeps,#maymonth",can'tsay
 paper on science and the sources of #hype http://t.co/9m9hGkUwNn #genomics #scichat,"paper,science,sources,#hype,#genomics,#scichat",can'tsay
 Panel agrees getting data from an EHR has to be team effort... http://t.co/jYw4pYxZGs #ehr #data,"panel,agrees,getting,data,ehr,team,effort,#ehr,#data",can'tsay
 pancreas imaging Powerpoint Presentations - http://t.co/dAQZHEctds  #powerpoint #slide #pancreas #imaging,"pancreas,imaging,powerpoint,presentations,#powerpoint,#slide,#pancreas,#imaging",can'tsay
" Pain, pain, go away http://t.co/i0OXcFtv0L #genome #genomics","pain,pain,#genome,#genomics",can'tsay
" Pacing back &amp; forth at the bus stop to get extra steps on my \rest\"" day. #fitbit""","pacing,forth,bus,stop,extra,steps,rest,day,#fitbit",can'tsay
 P90X Core Synergistics done! Halfway through the week a few more days till 3 day weekend #getfit,"p90x,core,synergistics,halfway,week,days,till,day,weekend,#getfit",can'tsay
" Owning the living room: RT @rww: Xbox One, Nintendo Lost: http://t.co/NR47rEZEyC #hcmktg","owning,living,xbox,nintendo,lost,#hcmktg",can'tsay
" Over the course of the day, American Medical Response hopes to teach about 5,000 students compressions-only #CPR today.","course,day,american,medical,response,hopes,teach,students,compressions,#cpr",can'tsay
 Over at my allergies doc ;) #healthcare,"allergies,doc,#healthcare",can'tsay
" Over 17,000 steps today! #BOOM #GettinLeanIn2013 #Fitbit","steps,#boom,#gettinleanin2013,#fitbit",can'tsay
 Outsource healthcare software for small #healthcare facilities @ http://t.co/jJfpzh1V5o,"outsource,healthcare,software,#healthcare,facilities",can'tsay
 Outsource #Healthcare software for excellent #Medical care @ http://t.co/XchbCUhIQH,"outsource,#healthcare,software,excellent,#medical,care",can'tsay
 Out-of-hours dr 'put baby at risk' after wrkn back-to-back shifts 4 24 days straight http://t.co/vhHoO3Tfy4 #24 #baby #days #Doctor #hours,"hours,dr,baby,risk,wrkn,shifts,days,straight,#24,#baby,#days,#doctor,#hours",can'tsay
 Out-of-hours doctor 'put baby at risk' after working back-to-back shifts for 24 days straight http://t.co/7CA0Fum3Se #24 #baby #days #Doctor,"hours,doctor,baby,risk,shifts,days,straight,#24,#baby,#days,#doctor",can'tsay
" Out of all the #glutenfree bread I've tried tesco seeded is by far the best! No holes, great texture &amp;… http://t.co/uWWnZTca8c","#glutenfree,bread,tried,tesco,seeded,holes,texture,…",can'tsay
 Our Reminiscence Pictures are designed to be visible &amp; relevant to the #dementia care environment http://t.co/sB2nkZqVdE #eldercare,"reminiscence,pictures,designed,visible,relevant,#dementia,care,environment,#eldercare",can'tsay
 Our first #ParaThink Briefing for busy #healthcare people is almost here! http://t.co/dQS5OkC1vi,"#parathink,briefing,busy,#healthcare,people",can'tsay
 Our Dentists are here to offer you a 5-star customer experience in a warm and friendly environment http://t.co/yVrpNWOSOY #helston #dentists,"dentists,offer,star,customer,experience,warm,friendly,environment,#helston,#dentists",can'tsay
" Our core practice groups are #ConsumerGoods, #Industrial, and #Healthcare as an #executive #searchfirm.Tweet @ocgsearch to learn more.","core,practice,#consumergoods,#industrial,#healthcare,#executive,#searchfirm,learn",can'tsay
 Our Center for #Healthcare Studies is offering 2 new  #Certificate Programs in #HealthServices &amp; #Outcomes Research: http://t.co/XwRTd7yvR5,"center,#healthcare,studies,offering,#certificate,programs,#healthservices,#outcomes,research",can'tsay
 Our #thoughtoftheday. Have a great evening/ rest of the day! #expats #healthinsurance http://t.co/WBBnHPCNhM,"#thoughtoftheday,evening,rest,day,#expats,#healthinsurance",can'tsay
" Our #PH caregivers are our unsung heroes. Hug a caregiver today! RT \@short_of_breath: @phacanada Thank You! and Thank you #caregivers !\""""","#ph,caregivers,unsung,heroes,hug,caregiver,breath,thank,thank,#caregivers",can'tsay
" Our #JDRF Youth Ambassador Jackson is hosting a #TELUSWalk at his school Somerset Drive! So far, over $1500 raised! http://t.co/qgYme1qHTF","#jdrf,youth,ambassador,jackson,hosting,#teluswalk,school,somerset,drive,raised",can'tsay
 Our #CMS systems give you TOTAL control for more info http://t.co/mVO30ag9ZX,"#cms,systems,total,control,info",can'tsay
 Our #Celiac and #Glutenfree infographic (for our #gf restaurant review app) was posted on  @RaganHealth today! http://t.co/GbLn9M9Y08,"#celiac,#glutenfree,infographic,#gf,restaurant,review,app,posted",can'tsay
 Our #Celiac and #Glutenfree infographic (for our #gf restaurant review app) was posted on  @RaganHealth today! http://t.co/f1ZpXcxsQ3,"#celiac,#glutenfree,infographic,#gf,restaurant,review,app,posted",can'tsay
 Our #Celiac and #Glutenfree infographic (for our #gf restaurant review app) was posted on  @RaganHealth today! http://t.co/4MEXNKoDuX,"#celiac,#glutenfree,infographic,#gf,restaurant,review,app,posted",can'tsay
" Other than the hammy faux pas, Susie Lisa is a great presenter for an exciting Co! @abiomedimpella @UBS #healthcare","hammy,faux,pas,susie,lisa,presenter,exciting,#healthcare",can'tsay
