firstpost_date,url,trackback_author_nick,content,score,trackback_permalink,trackback_author_url
04/03/14,http://twitter.com/rapcdotnet/status/451710818690662400,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.356806,http://twitter.com/rapcdotnet/status/451710818690662400,http://twitter.com/rapcdotnet
04/04/14,http://twitter.com/rapcdotnet/status/452073341113753601,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2867374,http://twitter.com/rapcdotnet/status/452073341113753601,http://twitter.com/rapcdotnet
04/05/14,http://twitter.com/rapcdotnet/status/452435545256644608,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.0304604,http://twitter.com/rapcdotnet/status/452435545256644608,http://twitter.com/rapcdotnet
04/06/14,http://twitter.com/rapcdotnet/status/452798225330606080,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.24507,http://twitter.com/rapcdotnet/status/452798225330606080,http://twitter.com/rapcdotnet
04/07/14,http://twitter.com/rapcdotnet/status/453160526487748608,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2866545,http://twitter.com/rapcdotnet/status/453160526487748608,http://twitter.com/rapcdotnet
04/08/14,http://twitter.com/rapcdotnet/status/453522905205186560,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2867374,http://twitter.com/rapcdotnet/status/453522905205186560,http://twitter.com/rapcdotnet
04/09/14,http://twitter.com/rapcdotnet/status/453885351543578625,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.359771,http://twitter.com/rapcdotnet/status/453885351543578625,http://twitter.com/rapcdotnet
04/10/14,http://twitter.com/rapcdotnet/status/454247621415030787,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.286816,http://twitter.com/rapcdotnet/status/454247621415030787,http://twitter.com/rapcdotnet
04/11/14,http://twitter.com/rapcdotnet/status/454610095364509696,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.356546,http://twitter.com/rapcdotnet/status/454610095364509696,http://twitter.com/rapcdotnet
04/12/14,http://twitter.com/rapcdotnet/status/454972265260519424,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3559785,http://twitter.com/rapcdotnet/status/454972265260519424,http://twitter.com/rapcdotnet
04/13/14,http://twitter.com/rapcdotnet/status/455334893841829888,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3586693,http://twitter.com/rapcdotnet/status/455334893841829888,http://twitter.com/rapcdotnet
04/14/14,http://twitter.com/rapcdotnet/status/455697151197446144,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.286634,http://twitter.com/rapcdotnet/status/455697151197446144,http://twitter.com/rapcdotnet
04/15/14,http://twitter.com/rapcdotnet/status/456059608864681984,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.35858,http://twitter.com/rapcdotnet/status/456059608864681984,http://twitter.com/rapcdotnet
04/16/14,http://twitter.com/rapcdotnet/status/456422070205702145,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.361174,http://twitter.com/rapcdotnet/status/456422070205702145,http://twitter.com/rapcdotnet
04/17/14,http://twitter.com/rapcdotnet/status/456784367847624706,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2458973,http://twitter.com/rapcdotnet/status/456784367847624706,http://twitter.com/rapcdotnet
04/19/14,http://twitter.com/rapcdotnet/status/457509143754973184,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2874084,http://twitter.com/rapcdotnet/status/457509143754973184,http://twitter.com/rapcdotnet
04/20/14,http://twitter.com/rapcdotnet/status/457871432215572480,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2884274,http://twitter.com/rapcdotnet/status/457871432215572480,http://twitter.com/rapcdotnet
04/21/14,http://twitter.com/rapcdotnet/status/458233460847439872,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2874084,http://twitter.com/rapcdotnet/status/458233460847439872,http://twitter.com/rapcdotnet
04/22/14,http://twitter.com/rapcdotnet/status/458596220336738304,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3570685,http://twitter.com/rapcdotnet/status/458596220336738304,http://twitter.com/rapcdotnet
04/23/14,http://twitter.com/rapcdotnet/status/458958619455660032,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.357577,http://twitter.com/rapcdotnet/status/458958619455660032,http://twitter.com/rapcdotnet
04/24/14,http://twitter.com/rapcdotnet/status/459321165291327489,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2458954,http://twitter.com/rapcdotnet/status/459321165291327489,http://twitter.com/rapcdotnet
04/26/14,http://twitter.com/rapcdotnet/status/460045750429184000,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2458954,http://twitter.com/rapcdotnet/status/460045750429184000,http://twitter.com/rapcdotnet
04/27/14,http://twitter.com/rapcdotnet/status/460408170817781760,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3570166,http://twitter.com/rapcdotnet/status/460408170817781760,http://twitter.com/rapcdotnet
04/28/14,http://twitter.com/rapcdotnet/status/460770606833602560,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3563266,http://twitter.com/rapcdotnet/status/460770606833602560,http://twitter.com/rapcdotnet
04/29/14,http://twitter.com/rapcdotnet/status/461133087036801027,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2458973,http://twitter.com/rapcdotnet/status/461133087036801027,http://twitter.com/rapcdotnet
04/30/14,http://twitter.com/rapcdotnet/status/461495506888560640,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3577147,http://twitter.com/rapcdotnet/status/461495506888560640,http://twitter.com/rapcdotnet
05/01/14,http://twitter.com/rapcdotnet/status/461857778576138240,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2458973,http://twitter.com/rapcdotnet/status/461857778576138240,http://twitter.com/rapcdotnet
05/02/14,http://twitter.com/rapcdotnet/status/462220273203167232,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2884274,http://twitter.com/rapcdotnet/status/462220273203167232,http://twitter.com/rapcdotnet
05/03/14,http://twitter.com/rapcdotnet/status/462582474535886848,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3566766,http://twitter.com/rapcdotnet/status/462582474535886848,http://twitter.com/rapcdotnet
05/04/14,http://twitter.com/rapcdotnet/status/462944942625935361,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2458954,http://twitter.com/rapcdotnet/status/462944942625935361,http://twitter.com/rapcdotnet
05/05/14,http://twitter.com/rapcdotnet/status/463307368839659520,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2417283,http://twitter.com/rapcdotnet/status/463307368839659520,http://twitter.com/rapcdotnet
05/06/14,http://twitter.com/rapcdotnet/status/463669693354868736,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2408633,http://twitter.com/rapcdotnet/status/463669693354868736,http://twitter.com/rapcdotnet
05/07/14,http://twitter.com/rapcdotnet/status/464032267460153344,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2829804,http://twitter.com/rapcdotnet/status/464032267460153344,http://twitter.com/rapcdotnet
05/08/14,http://twitter.com/rapcdotnet/status/464394425486303232,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.243677,http://twitter.com/rapcdotnet/status/464394425486303232,http://twitter.com/rapcdotnet
05/09/14,http://twitter.com/rapcdotnet/status/464756891428847616,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.353668,http://twitter.com/rapcdotnet/status/464756891428847616,http://twitter.com/rapcdotnet
05/10/14,http://twitter.com/rapcdotnet/status/465119310550405120,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2408633,http://twitter.com/rapcdotnet/status/465119310550405120,http://twitter.com/rapcdotnet
05/11/14,http://twitter.com/rapcdotnet/status/465481685556277250,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2408633,http://twitter.com/rapcdotnet/status/465481685556277250,http://twitter.com/rapcdotnet
05/12/14,http://twitter.com/rapcdotnet/status/465844162869596160,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2829804,http://twitter.com/rapcdotnet/status/465844162869596160,http://twitter.com/rapcdotnet
05/13/14,http://twitter.com/rapcdotnet/status/466206491541012480,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3535657,http://twitter.com/rapcdotnet/status/466206491541012480,http://twitter.com/rapcdotnet
05/14/14,http://twitter.com/rapcdotnet/status/466568758354792450,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,8.96831,http://twitter.com/rapcdotnet/status/466568758354792450,http://twitter.com/rapcdotnet
05/14/14,http://twitter.com/thedura01/status/466569542257242112,thedura01,RT @rapcdotnet: http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #r…,7.1342597,http://twitter.com/TheDura01/status/466569542257242112,http://twitter.com/thedura01
05/15/14,http://twitter.com/rapcdotnet/status/466931102993907712,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3912945,http://twitter.com/rapcdotnet/status/466931102993907712,http://twitter.com/rapcdotnet
05/16/14,http://twitter.com/rapcdotnet/status/467293623563059200,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2527804,http://twitter.com/rapcdotnet/status/467293623563059200,http://twitter.com/rapcdotnet
05/17/14,http://twitter.com/rapcdotnet/status/467656063408680961,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3966784,http://twitter.com/rapcdotnet/status/467656063408680961,http://twitter.com/rapcdotnet
05/18/14,http://twitter.com/rapcdotnet/status/468018484547702785,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3907394,http://twitter.com/rapcdotnet/status/468018484547702785,http://twitter.com/rapcdotnet
05/19/14,http://twitter.com/rapcdotnet/status/468380721451921408,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.0870247,http://twitter.com/rapcdotnet/status/468380721451921408,http://twitter.com/rapcdotnet
05/20/14,http://twitter.com/rapcdotnet/status/468743330885795841,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.351088,http://twitter.com/rapcdotnet/status/468743330885795841,http://twitter.com/rapcdotnet
05/21/14,http://twitter.com/rapcdotnet/status/469105177812017153,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3901916,http://twitter.com/rapcdotnet/status/469105177812017153,http://twitter.com/rapcdotnet
05/22/14,http://twitter.com/rapcdotnet/status/469467916967366657,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3912945,http://twitter.com/rapcdotnet/status/469467916967366657,http://twitter.com/rapcdotnet
05/23/14,http://twitter.com/rapcdotnet/status/469830324885925888,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.458075,http://twitter.com/rapcdotnet/status/469830324885925888,http://twitter.com/rapcdotnet
05/24/14,http://twitter.com/rapcdotnet/status/470192806653616128,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.351088,http://twitter.com/rapcdotnet/status/470192806653616128,http://twitter.com/rapcdotnet
05/25/14,http://twitter.com/rapcdotnet/status/470554970715336704,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3907394,http://twitter.com/rapcdotnet/status/470554970715336704,http://twitter.com/rapcdotnet
05/26/14,http://twitter.com/rapcdotnet/status/470917474817695744,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.0870247,http://twitter.com/rapcdotnet/status/470917474817695744,http://twitter.com/rapcdotnet
05/27/14,http://twitter.com/rapcdotnet/status/471279786242109441,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.32197,http://twitter.com/rapcdotnet/status/471279786242109441,http://twitter.com/rapcdotnet
05/28/14,http://twitter.com/rapcdotnet/status/471642244282580992,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3901916,http://twitter.com/rapcdotnet/status/471642244282580992,http://twitter.com/rapcdotnet
05/29/14,http://twitter.com/rapcdotnet/status/472004247022997504,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.351088,http://twitter.com/rapcdotnet/status/472004247022997504,http://twitter.com/rapcdotnet
05/30/14,http://twitter.com/rapcdotnet/status/472367122371608576,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3227983,http://twitter.com/rapcdotnet/status/472367122371608576,http://twitter.com/rapcdotnet
05/31/14,http://twitter.com/cancerdotnet/status/472704391909478400,cancerdotnet,"New research! Pt summaries on lung, CLL, thyroid &amp; ovarian ca #lcsm #leusm #thycsm #gyncsm #ASCO14 http://t.co/BRPsWtzjRa",12.36515,http://twitter.com/CancerDotNet/status/472704391909478400,http://twitter.com/cancerdotnet
05/31/14,http://twitter.com/jdarsee/status/472704787553992704,jdarsee,"RT @CancerDotNet: New research! Pt summaries on lung, CLL, thyroid &amp; ovarian ca #lcsm #leusm #thycsm #gyncsm #ASCO14 http://t.co/BRPsWtzjRa",6.8625617,http://twitter.com/jdarsee/status/472704787553992704,http://twitter.com/jdarsee
05/31/14,http://twitter.com/marcivc/status/472711107040542720,marcivc,"RT @CancerDotNet: New research! Pt summaries on lung, CLL, thyroid &amp; ovarian ca #lcsm #leusm #thycsm #gyncsm #ASCO14 http://t.co/BRPsWtzjRa",6.8625617,http://twitter.com/marcivc/status/472711107040542720,http://twitter.com/marcivc
05/31/14,http://twitter.com/asco/status/472724050150981632,asco,"RT @CancerDotNet: New research! Pt summaries on lung, CLL, thyroid &amp; ovarian ca #lcsm #leusm #thycsm #gyncsm #ASCO14 http://t.co/BRPsWtzjRa",10.20123,http://twitter.com/ASCO/status/472724050150981632,http://twitter.com/asco
05/31/14,http://twitter.com/wordbistro/status/472726685193101312,wordbistro,"RT @CancerDotNet: New research! Pt summaries on lung, CLL, thyroid &amp; ovarian ca #lcsm #leusm #thycsm #gyncsm #ASCO14 http://t.co/BRPsWtzjRa",6.8625617,http://twitter.com/wordbistro/status/472726685193101312,http://twitter.com/wordbistro
05/31/14,http://twitter.com/rapcdotnet/status/472729371271495680,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.351893,http://twitter.com/rapcdotnet/status/472729371271495680,http://twitter.com/rapcdotnet
05/31/14,http://twitter.com/josico99/status/472746133673238529,josico99,"RT @CancerDotNet: New research! Pt summaries on lung, CLL, thyroid &amp; ovarian ca #lcsm #leusm #thycsm #gyncsm #ASCO14 http://t.co/BRPsWtzjRa",6.8625617,http://twitter.com/josico99/status/472746133673238529,http://twitter.com/josico99
05/31/14,http://twitter.com/j_jay_z/status/472748931844411392,j_jay_z,"RT @CancerDotNet: New research! Pt summaries on lung, CLL, thyroid &amp; ovarian ca #lcsm #leusm #thycsm #gyncsm #ASCO14 http://t.co/BRPsWtzjRa",6.8625617,http://twitter.com/j_jay_z/status/472748931844411392,http://twitter.com/j_jay_z
05/31/14,http://twitter.com/cancerdotnet/status/472775253908017153,cancerdotnet,Study: lenvatinib may be option for thyroid cancer when RAI-resistant #thyca #thycsm #ASCO14 http://t.co/9fouwEouRb,8.096683,http://twitter.com/CancerDotNet/status/472775253908017153,http://twitter.com/cancerdotnet
05/31/14,http://twitter.com/ci4cc/status/472776885059854336,ci4cc,RT @CancerDotNet: Study: lenvatinib may be option for thyroid cancer when RAI-resistant #thyca #thycsm #ASCO14 http://t.co/9fouwEouRb,7.115324,http://twitter.com/CI4CC/status/472776885059854336,http://twitter.com/ci4cc
