Raw Data,Sub-Group,Hashtags,File Name
#Shingles,Neurological,Shingles,Tweets_Shingles.csv
#Shingles,Skin,Shingles,Tweets_Shingles.csv
#SIDS,Ill Defined,SIDS,Tweets_SIDS.csv
#SkinCancer,Skin,SkinCancer,Tweets_SkinCancer.csv
#SkinCancer,Cancer,SkinCancer,Tweets_SkinCancer.csv
#SLE,Immune,SLE,Tweets_SLE.csv
#SleepApnea,Respiratory,SleepApnea,Tweets_SleepApnea.csv
#SleepDisorder,Respiratory,SleepDisorder,Tweets_SleepDisorder.csv
#Spondylitis,Musculoskeletal,Spondylitis,Tweets_Spondylitis.csv
#stcsm,Cancer,stcsm,Tweets_stcsm.csv
#STD,Multiple,STD,Tweets_STD.csv
#STD,Infectious Disease,STD,Tweets_STD.csv
#StockportFluFighting,Respiratory,StockportFluFighting,Tweets_StockportFluFighting.csv
#Stroke,Neurological,Stroke,Tweets_Stroke.csv
#Synesthesia,Neurological,Synesthesia,Tweets_Synesthesia.csv
#T1D,Endocrine,T1D,Tweets_T1D.csv
#TBI,Neurological,TBI,Tweets_TBI.csv
#TBI,Injury,TBI,Tweets_TBI.csv
#TeamSpondy,Musculoskeletal,TeamSpondy,Tweets_TeamSpondy.csv
#TennisElbow,Musculoskeletal,TennisElbow,Tweets_TennisElbow.csv
#TesticularCancer,Reproductive,TesticularCancer,Tweets_TesticularCancer.csv
#TesticularCancer,Cancer,TesticularCancer,Tweets_TesticularCancer.csv
#theARCchat,Neurological,theARCchat,Tweets_theARCchat.csv
#thmcsm,Cancer,thmcsm,Tweets_thmcsm.csv
#ThroatCancer,Cancer,ThroatCancer,Tweets_ThroatCancer.csv
#Thrombosis,Cardiovascular,Thrombosis,Tweets_Thrombosis.csv
#thycsm,Cancer,thycsm,Tweets_thycsm.csv
#ThyroidAwareness,Endocrine,ThyroidAwareness,Tweets_ThyroidAwareness.csv
#ThyroidCancer,Endocrine,ThyroidCancer,Tweets_ThyroidCancer.csv
#ThyroidCancer,Cancer,ThyroidCancer,Tweets_ThyroidCancer.csv
#Trichotillomania,Psych,Trichotillomania,Tweets_Trichotillomania.csv
#TrigeminalNeuralgia,Neurological,TrigeminalNeuralgia,Tweets_TrigeminalNeuralgia.csv
#TrigeminalNeuralgia,Rare Diseases,TrigeminalNeuralgia,Tweets_TrigeminalNeuralgia.csv
#Triglycerides,Endocrine,Triglycerides,Tweets_Triglycerides.csv
#tscsm,Cancer,tscsm,Tweets_tscsm.csv
#Tuberculosis,Respiratory,Tuberculosis,Tweets_Tuberculosis.csv
#Tuberculosis,Infectious Disease,Tuberculosis,Tweets_Tuberculosis.csv
#Ulcers,Digestive,Ulcers,Tweets_Ulcers.csv
#Urticaria,Immune,Urticaria,Tweets_Urticaria.csv
#Urticaria,Skin,Urticaria,Tweets_Urticaria.csv
#UTI,Excretory,UTI,Tweets_UTI.csv
#UTI,Infectious Disease,UTI,Tweets_UTI.csv
#Varicose,Cardiovascular,Varicose,Tweets_Varicose.csv
#Vasculitis,Rare Diseases,Vasculitis,Tweets_Vasculitis.csv
#XMRV,Ill Defined,XMRV,Tweets_XMRV.csv
#XMRV,Cancer,XMRV,Tweets_XMRV.csv
#YellowFever,Multiple,YellowFever,Tweets_YellowFever.csv
#YellowFever,Infectious Disease,YellowFever,Tweets_YellowFever.csv
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
