ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
040104	A    	SANDOZ                                            	False	False	AP			
040105	A    	VINTAGE PHARMS                                    	False	False	AP			
040106	A    	VINTAGE PHARMS                                    	False	False	AP			
040108	A    	HOSPIRA                                           	False	False	AP			
040109	A    	MIKART                                            	False	False	AP			
040110	A    	ROXANE                                            	False	False	AP			
040111	A    	COPLEY PHARM                                      	False	False	AP			
040113	A    	ACTAVIS TOTOWA                                    	False	False	AP			
040114	A    	WATSON LABS                                       	False	False	AP			
040116	A    	SANDOZ                                            	False	False	AP			
040117	A    	ABBVIE                                            	False	False	AP			
040118	A    	SANDOZ                                            	False	False	AP			
040119	A    	HI TECH PHARMA                                    	False	False	AP			
040120	A    	TEVA PHARMS                                       	False	False	AP			
040122	A    	WATSON LABS                                       	False	False	AP			
040123	A    	WATSON LABS                                       	False	False	AP			
040124	A    	WEST WARD                                         	False	False	AP			
040125	A    	HI TECH PHARMA                                    	False	False	AP			
040126	A    	HI TECH PHARMA                                    	False	False	AP			
040131	A    	HOSPIRA                                           	False	False	AP			
040133	A    	WATSON LABS                                       	False	False	AP			
040134	A    	UCB INC                                           	False	False	AP			
040135	A    	BARR                                              	False	False	AP			
040136	A    	LUITPOLD                                          	False	False	AP			
040137	A    	WATSON LABS                                       	False	False	AP			
040138	A    	AAI PHARMA INC                                    	False	False	AP			
040139	A    	WATSON LABS                                       	False	False	AP			
040140	A    	HOSPIRA                                           	False	False	AP			
040143	A    	VINTAGE PHARMS                                    	False	False	AP			
040144	A    	VINTAGE PHARMS                                    	False	False	AP			
040145	A    	BARR                                              	False	False	AP			
040146	A    	PHARM ASSOC                                       	False	False	AP			
040147	A    	HOSPIRA                                           	False	False	AP			
040148	A    	WATSON LABS                                       	False	False	AP			
040149	A    	SANDOZ                                            	False	False	AP			
040150	A    	SANDOZ                                            	False	False	AP			
040151	A    	HI TECH PHARMA                                    	False	False	AP			
040152	A    	WATSON LABS                                       	False	False	AP			
040153	A    	SANDOZ                                            	False	False	AP			
040155	A    	VINTAGE PHARMS                                    	False	False	AP			
040156	A    	WATSON LABS                                       	False	False	AP			
040157	A    	VINTAGE PHARMS                                    	False	False	AP			
040159	A    	BARR                                              	False	False	AP			
040161	A    	WEST WARD                                         	False	False	AP			
040162	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
040163	A    	MALLINCKRODT                                      	False	False	AP			
040164	A    	AKORN                                             	False	False	AP			
040165	A    	AKORN                                             	False	False	AP			
040166	A    	WOCKHARDT                                         	False	False	AP			
040167	A    	PERRIGO                                           	False	False	AP			
040168	A    	WOCKHARDT                                         	False	False	AP			
040169	A    	MIKART                                            	False	False	AP			
040171	A    	WATSON LABS                                       	False	False	AP			
040174	A    	TEVA PHARMS USA                                   	False	False	AP			
040177	A    	PHARM ASSOC                                       	False	False	AP			
040179	A    	VINTAGE PHARMS                                    	False	False	AP			
040180	A    	ROXANE                                            	False	False	AP			
040182	A    	PHARM ASSOC                                       	False	False	AP			
040183	A    	VINTAGE PHARMS                                    	False	False	AP			
040184	A    	WATSON LABS                                       	False	False	AP			
040185	A    	MYLAN                                             	False	False	AP			
040186	A    	WATSON LABS                                       	False	False	AP			
040187	A    	PHARM ASSOC                                       	False	False	AP			
040188	A    	PROSAM LABS                                       	False	False	AP			
040189	A    	JUBILANT CADISTA                                  	False	False	AP			
040190	A    	MIKAH PHARMA                                      	False	False	AP			
040191	A    	VINTAGE PHARMS                                    	False	False	AP			
040192	A    	WE PHARMS                                         	False	False	AP			
040194	A    	SANDOZ                                            	False	False	AP			
040195	A    	TARO                                              	False	False	AP			
040196	A    	SANDOZ                                            	False	False	AP			
040197	A    	BARR LABS INC                                     	False	False	AP			
040199	A    	ACTAVIS TOTOWA                                    	False	False	AP			
040201	A    	MALLINCKRODT                                      	False	False	AP			
040203	A    	ACTAVIS TOTOWA                                    	False	False	AP			
040204	A    	WEST WARD                                         	False	False	AP			
040206	A    	HOSPIRA                                           	False	False	AP			
040207	A    	DURAMED PHARMS BARR                               	False	False	AP			
040209	A    	MYLAN                                             	False	False	AP			
040210	A    	UCB INC                                           	False	False	AP			
040212	A    	DURAMED PHARMS BARR                               	False	False	AP			
040213	A    	PHARM ASSOC                                       	False	False	AP			
040215	A    	AKORN                                             	False	False	AP			
040216	A    	AKORN                                             	False	False	AP			
040218	A    	VINTAGE PHARMS                                    	False	False	AP			
040219	A    	MUTUAL PHARM                                      	False	False	AP			
040220	A    	WATSON LABS                                       	False	False	AP			
040223	A    	DURAMED PHARMS BARR                               	False	False	AP			
040224	A    	PHARM ASSOC                                       	False	False	AP			
040226	A    	VINTAGE PHARMS                                    	False	False	AP			
040227	A    	MIKAH PHARMA                                      	False	False	AP			
040228	A    	MIKAH PHARMA                                      	False	False	AP			
040230	A    	LANNETT                                           	False	False	AP			
040231	A    	PHARM ASSOC                                       	False	False	AP			
040232	A    	WATSON LABS                                       	False	False	AP			
040233	A    	DURAMED PHARMS BARR                               	False	False	AP			
040234	A    	WATSON LABS                                       	False	False	AP			
040235	A    	BEDFORD                                           	False	False	AP			
040236	A    	MUTUAL PHARM                                      	False	False	AP			
040240	A    	MUTUAL PHARM                                      	False	False	AP			
040241	A    	SANDOZ                                            	False	False	AP			
040245	A    	VINTAGE PHARMS                                    	False	False	AP			
040246	A    	PADDOCK LLC                                       	False	False	AP			
040247	A    	TARO                                              	False	False	AP			
040248	A    	WATSON LABS                                       	False	False	AP			
040249	A    	CNTY LINE PHARMS                                  	False	False	AP			
040251	A    	MIKART                                            	False	False	AP			
040252	A    	PROSAM LABS                                       	False	False	AP			
040253	A    	PHARM ASSOC                                       	False	False	AP			
040254	A    	VINTAGE PHARMS                                    	False	False	AP			
040255	A    	WATSON LABS                                       	False	False	AP			
040256	A    	VINTAGE PHARMS                                    	False	False	AP			
040257	A    	MALLINCKRODT                                      	False	False	AP			
040258	A    	FRESENIUS KABI USA                                	False	False	AP			
040259	A    	FERNDALE LABS                                     	False	False	AP			
040260	A    	MUTUAL PHARM                                      	False	False	AP			
040261	A    	WEST WARD                                         	False	False	AP			
040262	A    	PHARMACHEMIE                                      	False	False	AP			
040263	A    	FRESENIUS KABI USA                                	False	False	AP			
040265	A    	FRESENIUS KABI USA                                	False	False	AP			
040266	A    	FRESENIUS KABI USA                                	False	False	AP			
040267	A    	WATSON LABS                                       	False	False	AP			
040268	A    	JUBILANT CADISTA                                  	False	False	AP			
040272	A    	DURAMED PHARMS BARR                               	False	False	AP			
040273	A    	BEDFORD                                           	False	False	AP			
040274	A    	MYLAN                                             	False	False	AP			
040275	A    	HERITAGE PHARMS INC                               	False	False	AP			
040276	A    	ACTAVIS ELIZABETH                                 	False	False	AP			
040277	A    	TAYLOR PHARMA                                     	False	False	AP			
040278	A    	FRESENIUS KABI USA                                	False	False	AP			
040279	A    	FRESENIUS KABI USA                                	False	False	AP			
040280	A    	VINTAGE PHARMS LLC                                	False	False	AP			
040281	A    	VINTAGE PHARMS LLC                                	False	False	AP			
040282	A    	MYLAN PHARMS INC                                  	False	False	AP			
040283	A    	PROSAM LABS                                       	False	False	AP			
040284	A    	GAVIS PHARMS                                      	False	False	AP			
040285	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
040286	A    	FRESENIUS KABI USA                                	False	False	AP			
040287	A    	IVAX SUB TEVA PHARMS                              	False	False	AP			
040288	A    	VINTAGE PHARMS LLC                                	False	False	AP			
040289	A    	DURAMED PHARMS BARR                               	False	False	AP			
040291	A    	FRESENIUS KABI USA                                	False	False	AP			
040295	A    	ACTAVIS TOTOWA                                    	False	False	AP			
040296	A    	DURAMED PHARMS BARR                               	False	False	AP			
040297	A    	USL PHARMA                                        	False	False	AP			
040298	A    	MYLAN                                             	False	False	AP			
040299	A    	VINTAGE PHARMS LLC                                	False	False	AP			
040300	A    	MALLINCKRODT                                      	False	False	AP			
040301	A    	TARO                                              	False	False	AP			
040302	A    	HOSPIRA                                           	False	False	AP			
040303	A    	VINTAGE PHARMS LLC                                	False	False	AP			
040304	A    	BARR                                              	False	False	AP			
040305	A    	HOSPIRA                                           	False	False	AP			
040306	A    	UCB INC                                           	False	False	AP			
040307	A    	BARR                                              	False	False	AP			
040308	A    	BARR                                              	False	False	AP			
040309	A    	BARR                                              	False	False	AP			
040310	A    	TARO                                              	False	False	AP			
040311	A    	DURAMED PHARMS BARR                               	False	False	AP			
040312	A    	NOVO NORDISK INC                                  	False	False	AP			
040313	A    	WOCKHARDT                                         	False	False	AP			
040314	A    	AKORN                                             	False	False	AP			
040315	A    	AKORN                                             	False	False	AP			
040316	A    	MIKART                                            	False	False	AP			
040317	A    	MYLAN                                             	False	False	AP			
040318	A    	DURAMED PHARMS BARR                               	False	False	AP			
040319	A    	MYLAN                                             	False	False	AP			
040320	A    	KING PHARMS                                       	False	False	AP			
040321	A    	ACTAVIS ELIZABETH                                 	False	False	AP			
040322	A    	TEVA PHARMS                                       	False	False	AP			
040323	A    	ALPHARMA                                          	False	False	AP			
040326	A    	MYLAN                                             	False	False	AP			
040327	A    	SANDOZ                                            	False	False	AP			
040330	A    	VINTAGE PHARMS LLC                                	False	False	AP			
040331	A    	EPIC PHARMA                                       	False	False	AP			
040332	A    	TEVA PARENTERAL                                   	False	False	AP			
040333	A    	TEVA PARENTERAL                                   	False	False	AP			
040334	A    	TEVA PARENTERAL                                   	False	False	AP			
040335	A    	BEDFORD                                           	False	False	AP			
040336	A    	WEST WARD                                         	False	False	AP			
040337	A    	WEST WARD                                         	False	False	AP			
040338	A    	LUITPOLD                                          	False	False	AP			
040341	A    	VINTAGE PHARMS LLC                                	False	False	AP			
040342	A    	VISTAPHARM                                        	False	False	AP			
040347	A    	BEDFORD                                           	False	False	AP			
040349	A    	VINTAGE PHARMS                                    	False	False	AP			
040350	A    	MYLAN                                             	False	False	AP			
040351	A    	FOUGERA PHARMS                                    	False	False	AP			
040352	A    	MALLINCKRODT                                      	False	False	AP			
040353	A    	ACTAVIS ELIZABETH                                 	False	False	AP			
040355	A    	VINTAGE PHARMS                                    	False	False	AP			
040356	A    	VINTAGE PHARMS                                    	False	False	AP			
040357	A    	PAR PHARM                                         	False	False	AP			
040358	A    	VINTAGE PHARMS                                    	False	False	AP			
040359	A    	MYLAN                                             	False	False	AP			
040360	A    	PHARM ASSOC                                       	False	False	AP			
040361	A    	BARR                                              	False	False	AP			
040362	A    	JUBILANT CADISTA                                  	False	False	AP			
040364	A    	NESHER PHARMS                                     	False	False	AP			
040365	A    	NESHER PHARMS                                     	False	False	AP			
040366	A    	NESHER PHARMS                                     	False	False	AP			
040367	A    	NESHER PHARMS                                     	False	False	AP			
040368	A    	IMPAX PHARMS                                      	False	False	AP			
040371	A    	WATSON LABS                                       	False	False	AP			
040372	A    	HOSPIRA                                           	False	False	AP			
040373	A    	TEVA PARENTERAL                                   	False	False	AP			
040374	A    	TARO                                              	False	False	AP			
040377	A    	VINTAGE PHARMS                                    	False	False	AP			
040378	A    	UPSHER SMITH                                      	False	False	AP			
040379	A    	FRESENIUS KABI USA                                	False	False	AP			
040385	A    	BARR                                              	False	False	AP			
040386	A    	TARO                                              	False	False	AP			
040387	A    	MIKART                                            	False	False	AP			
040388	A    	FRESENIUS KABI USA                                	False	False	AP			
040390	A    	ABLE                                              	False	False	AP			
040391	A    	VINTAGE PHARMS                                    	False	False	AP			
040392	A    	VINTAGE PHARMS                                    	False	False	AP			
040394	A    	ABLE                                              	False	False	AP			
040395	A    	ABLE                                              	False	False	AP			
040396	A    	FERNDALE LABS                                     	False	False	AP			
040397	A    	COREPHARMA                                        	False	False	AP			
040398	A    	FERNDALE LABS                                     	False	False	AP			
040399	A    	PHARM ASSOC                                       	False	False	AP			
040400	A    	MALLINCKRODT                                      	False	False	AP			
040401	A    	HI TECH PHARMA CO                                 	False	False	AP			
040402	A    	ABLE                                              	False	False	AP			
040403	A    	ABLE                                              	False	False	AP			
040404	A    	ABLE                                              	False	False	AP			
040405	A    	MALLINCKRODT                                      	False	False	AP			
040407	A    	ABLE                                              	False	False	AP			
040409	A    	MALLINCKRODT                                      	False	False	AP			
040410	A    	WATSON LABS                                       	False	False	AP			
040411	A    	SANDOZ                                            	False	False	AP			
040412	A    	VINTAGE PHARMS                                    	False	False	AP			
040413	A    	ABLE                                              	False	False	AP			
040415	A    	MYLAN                                             	False	False	AP			
040416	A    	USL PHARMA                                        	False	False	AP			
040417	A    	VINTAGE PHARMS                                    	False	False	AP			
040418	A    	MALLINCKRODT                                      	False	False	AP			
040419	A    	MALLINCKRODT INC                                  	False	False	AP			
040420	A    	WOCKHARDT                                         	False	False	AP			
040421	A    	ABLE                                              	False	False	AP			
040422	A    	BARR                                              	False	False	AP			
040423	A    	NESHER PHARMS                                     	False	False	AP			
040424	A    	MYLAN                                             	False	False	AP			
040425	A    	BARR                                              	False	False	AP			
040427	A    	ABLE                                              	False	False	AP			
040428	A    	G AND W LABS                                      	False	False	AP			
040430	A    	BANNER PHARMACAPS                                 	False	False	AP			
040431	A    	IMPAX LABS                                        	False	False	AP			
040432	A    	MIKART                                            	False	False	AP			
040433	A    	AKORN                                             	False	False	AP			
040434	A    	VINTAGE PHARMS LLC                                	False	False	AP			
040435	A    	BARR                                              	False	False	AP			
040436	A    	MALLINCKRODT                                      	False	False	AP			
040439	A    	SANDOZ                                            	False	False	AP			
040440	A    	MALLINCKRODT INC                                  	False	False	AP			
040441	A    	WATSON LABS FLORIDA                               	False	False	AP			
040442	A    	MIKART                                            	False	False	AP			
040443	A    	WATSON LABS FLORIDA                               	False	False	AP			
040444	A    	COREPHARMA                                        	False	False	AP			
040445	A    	SANDOZ                                            	False	False	AP			
040446	A    	CARACO                                            	False	False	AP			
040447	A    	WATSON LABS FLORIDA                               	False	False	AP			
040448	A    	MIKAH PHARMA                                      	False	False	AP			
040449	A    	ABLE                                              	False	False	AP			
040451	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040452	A    	ABLE                                              	False	False	AP			
040453	A    	BEDFORD LABS                                      	False	False	AP			
040454	A    	TEVA PHARMS USA                                   	False	False	AP			
040455	A    	TEVA PARENTERAL                                   	False	False	AP			
040456	A    	WATSON LABS                                       	False	False	AP			
040457	A    	COREPHARMA                                        	False	False	AP			
040458	A    	MIKART                                            	False	False	AP			
040459	A    	ABLE                                              	False	False	AP			
040460	A    	MIKAH PHARMA                                      	False	False	AP			
040461	A    	PROMETHEUS LABS                                   	False	False	AP			
040462	A    	BEDFORD                                           	False	False	AP			
040463	A    	BEDFORD LABS                                      	False	False	AP			
040464	A    	ABLE                                              	False	False	AP			
040465	A    	BEDFORD                                           	False	False	AP			
040466	A    	APP PHARMS                                        	False	False	AP			
040467	A    	FOUGERA PHARMS                                    	False	False	AP			
040468	A    	MALLINCKRODT                                      	False	False	AP			
040469	A    	ABLE                                              	False	False	AP			
040471	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040472	A    	TEVA PHARMS                                       	False	False	AP			
040473	A    	ABLE                                              	False	False	AP			
040474	A    	ABLE                                              	False	False	AP			
040475	A    	PADDOCK LLC                                       	False	False	AP			
040476	A    	ABLE                                              	False	False	AP			
040477	A    	ABLE                                              	False	False	AP			
040478	A    	ABLE                                              	False	False	AP			
040479	A    	WATSON LABS INC                                   	False	False	AP			
040480	A    	MUTUAL PHARM                                      	False	False	AP			
040481	A    	SANDOZ                                            	False	False	AP			
040482	A    	MIKART                                            	False	False	AP			
040483	A    	ABLE                                              	False	False	AP			
040484	A    	AKORN                                             	False	False	AP			
040485	A    	ABLE                                              	False	False	AP			
040486	A	COREPHARMA	False	False	TA			
040488	A    	WATSON LABS FLORIDA                               	False	False	AP			
040489	A    	VINTAGE PHARMS                                    	False	False	AP			
040490	A    	ABLE                                              	False	False	AP			
040491	A    	FRESENIUS KABI USA                                	False	False	AP			
040492	A    	ABLE                                              	False	False	AP			
040493	A    	WATSON LABS FLORIDA                               	False	False	AP			
040494	A    	WATSON LABS FLORIDA                               	False	False	AP			
040495	A    	WATSON LABS FLORIDA                               	False	False	AP			
040496	A    	MIKART                                            	False	False	AP			
040497	A    	ABLE                                              	False	False	AP			
040498	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040500	A    	PERRIGO NEW YORK                                  	False	False	AP			
040502	A    	IMPAX LABS                                        	False	False	AP			
040503	A    	VINTAGE PHARMS                                    	False	False	AP			
040504	A    	ABLE                                              	False	False	AP			
040505	A    	TEVA PARENTERAL                                   	False	False	AP			
040506	A    	MIKART                                            	False	False	AP			
040507	A    	VINTAGE PHARMS                                    	False	False	AP			
040508	A    	MALLINCKRODT INC                                  	False	False	AP			
040509	A    	ABLE                                              	False	False	AP			
040510	A    	WEST WARD                                         	False	False	AP			
040511	A    	VINTAGE PHARMS                                    	False	False	AP			
040512	A    	BARR                                              	False	False	AP			
040513	A    	VINTAGE PHARMS                                    	False	False	AP			
040514	A    	JUBILANT CADISTA                                  	False	False	AP			
040515	A    	LUITPOLD                                          	False	False	AP			
040516	A    	IMPAX LABS                                        	False	False	AP			
040517	A    	MALLINCKRODT                                      	False	False	AP			
040518	A    	WOCKHARDT                                         	False	False	AP			
040519	A    	FRESENIUS KABI USA                                	False	False	AP			
040520	A    	VINTAGE PHARMS                                    	False	False	AP			
040521	A    	TARO                                              	False	False	AP			
040522	A    	METRICS PHARM                                     	False	False	AP			
040524	A    	BEDFORD LABS                                      	False	False	AP			
040525	A    	MUTUAL PHARM                                      	False	False	AP			
040526	A    	MUTUAL PHARM                                      	False	False	AP			
040527	A    	MUTUAL PHARM                                      	False	False	AP			
040528	A    	ROXANE                                            	False	False	AP			
040529	A    	ABLE                                              	False	False	AP			
040530	A    	PADDOCK LLC                                       	False	False	AP			
040532	A    	WOCKHARDT                                         	False	False	AP			
040533	A    	WOCKHARDT                                         	False	False	AP			
040534	A    	WOCKHARDT                                         	False	False	AP			
040535	A    	WATSON LABS                                       	False	False	AP			
040537	A    	COREPHARMA                                        	False	False	AP			
040538	A    	WEST WARD                                         	False	False	AP			
040539	A    	ABLE                                              	False	False	AP			
040540	A    	BEDFORD                                           	False	False	AP			
040541	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040542	A    	PROSAM LABS                                       	False	False	AP			
040543	A    	ABLE                                              	False	False	AP			
040545	A    	MALLINCKRODT                                      	False	False	AP			
040546	A    	ABLE                                              	False	False	AP			
040547	A    	CEDAR PHARMS                                      	False	False	AP			
040548	A    	ABLE                                              	False	False	AP			
040550	A    	MALLINCKRODT                                      	False	False	AP			
040551	A    	ACTAVIS TOTOWA                                    	False	False	AP			
040552	A    	ACTAVIS TOTOWA                                    	False	False	AP			
040553	A    	ACTAVIS TOTOWA                                    	False	False	AP			
040554	A    	ACTAVIS TOTOWA                                    	False	False	AP			
040555	A    	LANNETT                                           	False	False	AP			
040556	A    	MIKART                                            	False	False	AP			
040557	A    	TEVA PARENTERAL                                   	False	False	AP			
040558	A    	ABLE                                              	False	False	AP			
040559	A    	ABLE                                              	False	False	AP			
040560	A    	NOSTRUM                                           	False	False	AP			
040562	A    	ABLE                                              	False	False	AP			
040563	A    	ABLE                                              	False	False	AP			
040564	A    	LNK                                               	False	False	AP			
040568	A    	COREPHARMA                                        	False	False	AP			
040569	A    	MYLAN                                             	False	False	AP			
040570	A    	APOTEX INC                                        	False	False	AP			
040571	A    	APOTEX INC                                        	False	False	AP			
040572	A    	FRESENIUS KABI USA                                	False	False	AP			
040573	A    	X-GEN PHARMS                                      	False	False	AP			
040574	A    	VINTAGE PHARMS                                    	False	False	AP			
040575	A    	PADDOCK LLC                                       	False	False	AP			
040576	A    	ADVENT PHARMS                                     	False	False	AP			
040578	A    	PADDOCK                                           	False	False	AP			
040579	A    	VINTAGE PHARMS                                    	False	False	AP			
040580	A    	VINTAGE PHARMS                                    	False	False	AP			
040581	A    	VINTAGE PHARMS                                    	False	False	AP			
040582	A    	MUTUAL PHARM                                      	False	False	AP			
040583	A    	FRESENIUS KABI USA                                	False	False	AP			
040584	A    	VINTAGE PHARMS                                    	False	False	AP			
040586	A    	VINTAGE PHARMS                                    	False	False	AP			
040587	A    	SUN PHARM INDS INC                                	False	False	AP			
040590	A    	MIKART                                            	False	False	AP			
040591	A    	WEST WARD                                         	False	False	AP			
040593	A    	SANDOZ                                            	False	False	AP			
040594	A    	MYLAN                                             	False	False	AP			
040595	A    	NOSTRUM                                           	False	False	AP			
040596	A    	ZYDUS PHARMS USA                                  	False	False	AP			
040597	A    	ZYDUS PHARMS USA                                  	False	False	AP			
040600	A    	MIKAH PHARMA                                      	False	False	AP			
040601	A    	MUTUAL PHARM                                      	False	False	AP			
040602	A    	MIKAH PHARMA                                      	False	False	AP			
040603	A    	TARO                                              	False	False	AP			
040604	A    	MIKAH PHARMA                                      	False	False	AP			
040607	A    	VINTAGE                                           	False	False	AP			
040608	A    	MIKART                                            	False	False	AP			
040609	A    	VINTAGE                                           	False	False	AP			
040610	A    	VISTAPHARM                                        	False	False	AP			
040611	A    	JUBILANT CADISTA                                  	False	False	AP			
040612	A    	FRESENIUS KABI USA                                	False	False	AP			
040613	A    	HI TECH PHARMA                                    	False	False	AP			
040615	A    	SANDOZ                                            	False	False	AP			
040616	A    	PLIVA                                             	False	False	AP			
040618	A    	MIRROR PHARMS                                     	False	False	AP			
040619	A    	CEDAR PHARMS                                      	False	False	AP			
040620	A    	TEVA PARENTERAL                                   	False	False	AP			
040621	A    	SUN PHARM INDS (IN)                               	False	False	AP			
040622	A    	VINTAGE PHARMS                                    	False	False	AP			
040624	A    	BOCA PHARMA                                       	False	False	AP			
040625	A    	AMNEAL PHARM                                      	False	False	AP			
040626	A    	MUTUAL PHARM                                      	False	False	AP			
040627	A    	THE PHARMA NETWORK                                	False	False	AP			
040628	A    	SANDOZ                                            	False	False	AP			
040632	A    	BEDFORD                                           	False	False	AP			
040633	A    	UPSHER SMITH                                      	False	False	AP			
040634	A    	UPSHER SMITH                                      	False	False	AP			
040635	A    	UPSHER SMITH                                      	False	False	AP			
040636	A    	UPSHER SMITH                                      	False	False	AP			
040637	A    	WEST-WARD PHARM CORP                              	False	False	AP			
040639	A    	BOCA PHARMA                                       	False	False	AP			
040640	A    	PAR PHARM                                         	False	False	AP			
040641	A    	BEDFORD LABS                                      	False	False	AP			
040642	A    	BRECKENRIDGE PHARM                                	False	False	AP			
040643	A    	VINTAGE                                           	False	False	AP			
040644	A    	STASON PHARMS                                     	False	False	AP			
040646	A    	AMEDRA PHARMS                                     	False	False	AP			
040647	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040648	A    	SANDOZ                                            	False	False	AP			
040649	A    	VINTAGE                                           	False	False	AP			
040650	A    	VINTAGE                                           	False	False	AP			
040652	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040653	A    	PAR PHARM                                         	False	False	AP			
040654	A    	VINTAGE                                           	False	False	AP			
040655	A    	VINTAGE PHARMS                                    	False	False	AP			
040656	A    	VINTAGE PHARMS                                    	False	False	AP			
040657	A    	ZYDUS PHARMS USA INC                              	False	False	AP			
040658	A    	MIKART                                            	False	False	AP			
040659	A    	JUBILANT CADISTA                                  	False	False	AP			
040660	A    	VINTAGE                                           	False	False	AP			
040662	A    	BEDFORD LABS                                      	False	False	AP			
040663	A    	ZYDUS PHARMS USA                                  	False	False	AP			
040664	A    	HOSPIRA                                           	False	False	AP			
040665	A    	HOSPIRA                                           	False	False	AP			
040666	A    	HOSPIRA                                           	False	False	AP			
040667	A    	WEST WARD                                         	False	False	AP			
040668	A    	LYNE                                              	False	False	AP			
040671	A    	VINTAGE                                           	False	False	AP			
040672	A    	VINTAGE                                           	False	False	AP			
040673	A    	EMCURE PHARMS USA                                 	False	False	AP			
040676	A    	MIKART                                            	False	False	AP			
040677	A    	LANNETT                                           	False	False	AP			
040678	A    	LANNETT                                           	False	False	AP			
040679	A    	MIKART                                            	False	False	AP			
040680	A    	MALLINCKRODT INC                                  	False	False	AP			
040682	A    	ORIT LABS LLC                                     	False	False	AP			
040684	A    	TARO                                              	False	False	AP			
040686	A    	VERSAPHARM                                        	False	False	AP			
040687	A    	MIKART                                            	False	False	AP			
040688	A    	WRASER PHARMS LLC                                 	False	False	AP			
040692	A    	MIKART                                            	False	False	AP			
040698	A    	MIKART                                            	False	False	AP			
040699	A    	PROSAM LABS                                       	False	False	AP			
040700	A    	ECR                                               	False	False	AP			
040701	A    	BOCA PHARMA                                       	False	False	AP			
040702	A    	EXCELLIUM                                         	False	False	AP			
040703	A    	LANNETT                                           	False	False	AP			
040704	A    	LANNETT                                           	False	False	AP			
040705	A    	PROSAM LABS                                       	False	False	AP			
040706	A    	PROSAM LABS                                       	False	False	AP			
040707	A    	ACTAVIS ELIZABETH                                 	False	False	AP			
040708	A    	VINTAGE                                           	False	False	AP			
040709	A    	BEDFORD LABS                                      	False	False	AP			
040710	A    	VINTAGE                                           	False	False	AP			
040712	A    	KVK TECH                                          	False	False	AP			
040713	A    	KVK TECH                                          	False	False	AP			
040714	A    	COREPHARMA                                        	False	False	AP			
040715	A    	VINTAGE                                           	False	False	AP			
040716	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040717	A    	IMPAX LABS                                        	False	False	AP			
040718	A    	TARO                                              	False	False	AP			
040719	A    	SANDOZ                                            	False	False	AP			
040721	A    	IMPAX LABS                                        	False	False	AP			
040723	A    	COREPHARMA                                        	False	False	AP			
040724	A    	IMPAX LABS                                        	False	False	AP			
040725	A    	PHARMAX                                           	False	False	AP			
040726	A    	PHARMAX                                           	False	False	AP			
040727	A    	PHARMAX                                           	False	False	AP			
040728	A    	PHARMAX                                           	False	False	AP			
040729	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040730	A    	AKORN                                             	False	False	AP			
040731	A    	SUN PHARM INDS                                    	False	False	AP			
040732	A    	WOCKHARDT USA                                     	False	False	AP			
040733	A    	MURTY PHARMS                                      	False	False	AP			
040734	A    	EMCURE PHARMS USA                                 	False	False	AP			
040735	A    	MYLAN PHARMS INC                                  	False	False	AP			
040736	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040737	A    	X-GEN PHARMS                                      	False	False	AP			
040738	A    	VINTAGE                                           	False	False	AP			
040739	A    	IMPAX LABS                                        	False	False	AP			
040740	A    	IMPAX LABS                                        	False	False	AP			
040741	A    	IMPAX LABS                                        	False	False	AP			
040742	A    	VINTAGE                                           	False	False	AP			
040743	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040745	A    	BAXTER HLTHCARE                                   	False	False	AP			
040746	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040747	A    	TEDOR PHARM                                       	False	False	AP			
040748	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040749	A    	THE PHARMA NETWORK                                	False	False	AP			
040750	A    	VINTAGE                                           	False	False	AP			
040751	A    	PROSAM LABS                                       	False	False	AP			
040752	A    	PROSAM LABS                                       	False	False	AP			
040753	A    	PROSAM LABS                                       	False	False	AP			
040754	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040755	A    	SUN PHARM INDS LTD                                	False	False	AP			
040756	A    	VINTAGE                                           	False	False	AP			
040757	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040759	A    	WOCKHARDT                                         	False	False	AP			
040760	A    	WEST WARD                                         	False	False	AP			
040761	A    	VINTAGE                                           	False	False	AP			
040762	A    	MIKAH PHARMA                                      	False	False	AP			
040765	A    	AMNEAL PHARMS NY                                  	False	False	AP			
040766	A    	IPCA LABS LTD                                     	False	False	AP			
040767	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040768	A    	MYLAN INSTITUTIONAL                               	False	False	AP			
040769	A    	AMNEAL PHARMS NY                                  	False	False	AP			
